HSN_Code,HSN_Chapter,Chapter_Name,Commodity,Import_FY24_25_USDmillions,Import_FY25_26_USDmillions,YoY_Growth_Percent,Base_Score,Chapter_Priority,Tier,Substitution_Potential,FY30_Savings_USDmillions,Confidence_Level,Quick_Win,Priority_Chemical
39131010,39,Plastics,SODIUM ALGINATE,8.87,9.69,9.3,3.3,High,Tier 3 (Specialty),15-30%,1.5,0.5,No,No
39131090,39,Plastics,OTHER ALGINIC ACID ITS SALTS AND ESTERS,6.34,6.03,-4.8,3.0,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
39139011,39,Plastics,CHLORINATED RUBBER (CHEMICAL DERIVATIVE   OFNATURAL RUBBER),1.14,0.81,-29.4,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39139019,39,Plastics,OTHER CHEMICAL DERIVATIVE OF NATURAL RUBBR,16.07,13.2,-17.8,3.0,High,Tier 3 (Specialty),15-30%,2.0,0.5,No,No
39139020,39,Plastics,"HARDEND PROTINS(HARDND CASEIN,GELATIN ETC)",1.03,0.92,-10.6,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39139030,39,Plastics,DEXTRAN,1.64,1.13,-31.5,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39139090,39,Plastics,OTHER NATRL AND MODFD NATRL POLYMERS NES,52.55,72.04,37.1,5.4,High,Tier 2.5 (Quick-win),60-75%,43.2,0.8,Yes,No
39140010,39,Plastics,ION-EXCHANGERS OF THE CONDENSATION        POLYCONDENSATION OR POLYA...,1.41,0.74,-47.5,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39140020,39,Plastics,ION-EXCHANGER OF THE POLYMERISATION       OR COPOLYMERISATION TYPE,9.45,15.01,58.9,5.4,High,Tier 3 (Specialty),15-30%,2.3,0.5,No,No
39140090,39,Plastics,"OTHER ION EXCHANGERS BASED ON POLYMERS OF HEADING 3901 TO 3913, IN ...",57.57,58.57,1.8,3.3,High,Tier 2.5 (Quick-win),60-75%,35.1,0.8,Yes,No
39151000,39,Plastics,WSTE PARINGS AND SCRAP OF PLYMRS OF ETHYLENE,22.42,23.45,4.6,3.3,High,Tier 3 (Specialty),15-30%,3.5,0.5,No,No
39152000,39,Plastics,WASTE PARINGS AND SCRAP OF POLYMRS OF STYREN,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39153090,39,Plastics,OTHER WASTE PARINGS AND SCRAP OF P.V.C.,0.0,0.0,145.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39159010,39,Plastics,WASTE PARINGS AND SCRAP OF POLYPROPYLENE,0.02,0.09,446.0,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39159030,39,Plastics,WASTE SCRAP OF ACRYLIC POLYMERS AND        METHLYACRYLIC COPOLYMERS,0.01,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39159042,39,Plastics,WASTE PARINGS SCRAP  OF PET BOTTLES,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39159079,39,Plastics,OTHERS-OF-WASTE PARINGS AND SCRAP OF OTHR PLASTIC,0.02,0.01,-54.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39159090,39,Plastics,WASTE PARINGS AND SCRAP OF OTHR PLASTIC NES,1.91,1.32,-31.3,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39161010,39,Plastics,RODS OF POLYETHYLENE,0.42,0.31,-26.4,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39161020,39,Plastics,CANES OF POLYMERS OF ETHYLENE,0.05,0.36,592.4,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39161090,39,Plastics,OTHERS POLYMERS OF ETHYLENE,3.8,2.94,-22.8,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
39162011,39,Plastics,CANES OF CO-POLMRS OF VINYL CHLRIDE,0.29,0.11,-62.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39162019,39,Plastics,OTHER OF CO-POLMRS OF VINYL CHLRIDE,103.98,113.44,9.1,3.96,High,Tier 2.5 (Quick-win),60-75%,68.1,0.8,Yes,No
39162091,39,Plastics,CANES OF OTHR POLMRS OF VINYL CHLRIDE,0.0,0.0,-80.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39162099,39,Plastics,OTHER OF OTHER POLMRS OF VINYL CHLRIDE,11.76,11.76,-0.0,3.0,High,Tier 3 (Specialty),15-30%,1.8,0.5,No,No
39169010,39,Plastics,CANES  OF OTHR PLSTCS,1.77,3.1,75.4,5.4,High,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
39169023,39,Plastics,ALKYDS AND POLYESTERS,1.24,1.05,-15.1,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39169024,39,Plastics,POLYAMIDS,0.37,0.55,49.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39169025,39,Plastics,POLYURETHANES,0.02,0.13,721.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169026,39,Plastics,EPOXIDE-RESINS(INCLUDING WASTE AND SCRAP),0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169027,39,Plastics,POLYPROPYLENE,0.84,0.7,-16.4,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39169028,39,Plastics,ACRYLICMETHACRYLIC ANDACRYLOMETHACRYLIC POLY,0.17,0.23,33.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169031,39,Plastics,PLYMRSTN AND COPLYMRSTN PRDCTS OF PLYSTYREN,0.1,0.09,-6.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169032,39,Plastics,POLYMETHYL METHACRYLATE,0.0,0.01,153360.0,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169040,39,Plastics,REGENARATED CELLULOSE,0.0,0.01,3623.0,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169050,39,Plastics,CLULSE NTRTE AND CELULD PLSTCZD AND NONPLSTCZD,1.13,1.11,-2.3,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39169060,39,Plastics,VULCANIZED FIBRE (ROD ETC),4.28,1.54,-64.0,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39169070,39,Plastics,CELLULOSE ACETATE AND ACETATE BUTYRATE    (PLASTICIZED AND NON-PLAS...,0.03,0.07,187.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169080,39,Plastics,VINYL PLASTIC,0.12,0.15,30.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39169090,39,Plastics,OTHR PLYMRSN AND COPLYMRSN PRDCTS,12.46,15.15,21.6,5.4,High,Tier 3 (Specialty),15-30%,2.3,0.5,No,No
39171010,39,Plastics,"TUBE,PIPEANDHOSESANDFTTNGS OF HARDENED PROTEIN",0.27,0.94,251.4,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39171020,39,Plastics,"TUBE,PIPEANDHOSESANDFTTNG OF CELLULOSIC MATERL",1.2,1.19,-1.3,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39172110,39,Plastics,TUBES OF POLYETHYLENE,7.54,7.87,4.4,3.3,High,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
39172190,39,Plastics,OTHERS-OF-TUBES PIPES AND HOSES OF POLYETHYLNE RIGID,14.18,15.69,10.6,4.5,High,Tier 3 (Specialty),15-30%,2.4,0.5,No,No
39172200,39,Plastics,TUBES PIPES AND HOSES OF PLYMRS OF PROPYLENE,5.34,4.83,-9.5,3.0,High,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
39172310,39,Plastics,SEAMLESS TUBES  OF POLYVINYL CHLORDE,1.59,3.96,148.7,5.4,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
39172390,39,Plastics,OTHR TUBE PIPEAND HOSES OF POLYVINYL CHLORDE,6.87,7.11,3.6,3.3,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
39172910,39,Plastics,SEAMLESS TUBE OF COPOLYMERS OF VINYL      ACETATE AND VINYL CHLORIDE,0.68,0.52,-24.2,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39172920,39,Plastics,SMLESS TBE OF PLYMRS AND CPLYMRS OF PLYSTRNE,0.19,0.23,20.3,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39172930,39,Plastics,TUBE OF CELLULOSE NITRATE AND CELLULOID   PLASTICIZED AND NON-PLAST...,0.48,0.12,-75.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39172940,39,Plastics,TUBE OF CELLULOSE ACETATE/ACETATE BUTYRATE,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39172950,39,Plastics,TUBE OF VINYL PLSTCS (PLSTCZD NON-PLSTCZD),0.03,0.04,24.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39172990,39,Plastics,TUBE PIPEAND HOSES OF OTHR PLSTCS RIGID NES,54.42,50.7,-6.8,3.0,High,Tier 2.5 (Quick-win),60-75%,30.4,0.8,Yes,No
39173100,39,Plastics,FLEXIBLE TUBES PIPES AND HOSES HAVING A   MINIMUM BURST PRESSURE OF...,13.27,15.47,16.6,4.5,High,Tier 3 (Specialty),15-30%,2.3,0.5,No,No
39173210,39,Plastics,TUBE PIPEANDHOSES OF CONDENSATON /          REARANGMNTPOLYMERIZATON...,0.65,0.68,5.2,3.3,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39173220,39,Plastics,TUBES PIPES AND HOSES OF ADDITION           POLYMERISATION PRODUCTS,0.33,0.35,8.1,3.3,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39173290,39,Plastics,"OTHR TUBE,PIPES AND HOSES  NOT REINFORCED   ORCOMBINED WITH OTHER M...",64.98,71.78,10.5,4.5,High,Tier 2.5 (Quick-win),60-75%,43.1,0.8,Yes,No
39173300,39,Plastics,TUBES PIPES AND HOSES NT REINFORCED/        OTHRWISECOMBINED WITH O...,11.73,14.85,26.6,5.4,High,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
39173910,39,Plastics,OTHR TUBE PIPEAND HOSES OF CONDENSATON  OR  REARANGMNT POLYMERIZ PR...,0.61,0.68,11.3,4.5,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39173920,39,Plastics,OTHR TUBE PIPEAND HOSES OF  ADDITION        POLYMERISATION PRODUCTS,0.62,1.03,65.0,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39173990,39,Plastics,OTHR TUBES PIPES AND HOSES  NES,61.62,64.52,4.7,3.3,High,Tier 2.5 (Quick-win),60-75%,38.7,0.8,Yes,No
39174000,39,Plastics,FITTINGS FOR TUBES PIPES AND HOSES OF PLSTC,74.31,89.54,20.5,5.4,High,Tier 2.5 (Quick-win),60-75%,53.7,0.8,Yes,No
39181010,39,Plastics,"WALL /CEILING COVER COMB WITH KNITED/     WOVENFABRICS, NONWOVENS/F...",4.51,4.4,-2.3,3.0,High,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
39181090,39,Plastics,OTHER POLYMERS OF VENYL CHLORIDE,36.96,46.3,25.3,5.4,High,Tier 3 (Specialty),15-30%,6.9,0.5,No,No
39189010,39,Plastics,FLOOR COVERINGS OF LINOXYN,0.15,0.14,-2.0,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39189020,39,Plastics,"WALL /CEILING COVER COMB WITH KNITED/     WOVENFABRICS, NONWOVENS/F...",1.39,1.73,24.3,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39189090,39,Plastics,FLOOR COVERING OF OTHER PLASTICS NES,27.35,29.12,6.5,3.3,High,Tier 3 (Specialty),15-30%,4.4,0.5,No,No
39191000,39,Plastics,"SELF-ADHSV PLTS ETC IN RLS,WDTH < = 20CM",59.82,66.59,11.3,4.5,High,Tier 2.5 (Quick-win),60-75%,40.0,0.8,Yes,No
39199010,39,Plastics,"PLASTIC STICKERS, WHETHER OR NOT PRINTED, EMBOSSED, OR IMPREGNATED",52.75,58.64,11.2,4.5,High,Tier 2.5 (Quick-win),60-75%,35.2,0.8,Yes,No
39199020,39,Plastics,CELLULOSE ADHESIVE TAPE,15.59,17.83,14.4,4.5,High,Tier 3 (Specialty),15-30%,2.7,0.5,No,No
39199090,39,Plastics,OTHER SELF-ADHSV PLTS ETC   NES,627.74,657.78,4.8,4.95,High,Tier 2.5 (Quick-win),60-75%,394.7,0.8,Yes,No
39201011,39,Plastics,"SHEETS OF POLEYTHYLENE: RIGID, PLAIN",6.63,7.21,8.7,3.3,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
39201012,39,Plastics,"SHEETS OF POLEYTHYLENE: FLEXIBLE, PLAIN",7.4,9.54,28.9,5.4,High,Tier 3 (Specialty),15-30%,1.4,0.5,No,No
39201013,39,Plastics,"SHEETS OF POLEYTHYLENE: Geomembrane, confirming to IS 16352",0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39201019,39,Plastics,OTHER SHEETS OF POLEYTHYLENE:,108.81,104.74,-3.7,3.6,High,Tier 2.5 (Quick-win),60-75%,62.8,0.8,Yes,No
39201091,39,Plastics,"OTHR PLTS,SHEET ETC OF POLYMRS OF         ETHYLENERIGID, PLAIN",0.74,1.4,87.5,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39201092,39,Plastics,"OTHR PLTS,SHEET ETC OF POLYMRS OF         ETHYLENEFLEXIBLE, PLAIN",7.79,9.37,20.4,5.4,High,Tier 3 (Specialty),15-30%,1.4,0.5,No,No
39201093,39,Plastics,ARMOUR FOR BALLISTIC PROTECTION,0.0,0.01,198.9,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39201099,39,Plastics,"OTHR PLTS,SHEET OF POLYMRS OF ETHYLENE NES",338.38,551.1,62.9,8.1,High,Tier 2 (Dependent),30-50%,165.3,0.7,No,No
39202010,39,Plastics,"PLTES SHTS ETC. OF POLYMRS OF PROPYLN     RIGID, PLAIN",5.6,9.65,72.2,5.4,High,Tier 3 (Specialty),15-30%,1.4,0.5,No,No
39202020,39,Plastics,"PLTES SHTS ETC. OF POLYMRS OF PROPYLN     FLEXIBLE, PLAIN",38.25,58.78,53.7,5.4,High,Tier 2.5 (Quick-win),60-75%,35.3,0.8,Yes,No
39202090,39,Plastics,PLTES SHTS OF POLYMRS OF PROPYLN NES,82.94,110.95,33.8,6.48,High,Tier 2 (Dependent),30-50%,33.3,0.7,Yes,No
39203010,39,Plastics,"PLTES SHTS ETC. OF POLYMRS OF STYRENE     RIGID, PLAIN",3.98,4.17,4.8,3.3,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
39203020,39,Plastics,"PLTES SHTS ETC. OF POLYMRS OF STYRENE     FLEXIBLE, PLAIN",0.28,0.21,-24.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39203090,39,Plastics,PLTES SHTS ETC. OF POLYMRS OF STYRENE NES,23.88,17.29,-27.6,3.0,High,Tier 3 (Specialty),15-30%,2.6,0.5,No,No
39204300,39,Plastics,PLTES SHTS ETC OF POLYMRS OF VINYL        CHLORIDCONT. BY WEIGHT >=...,25.95,23.38,-9.9,3.0,High,Tier 3 (Specialty),15-30%,3.5,0.5,No,No
39204900,39,Plastics,OTHR PLTES SHTS OF POLYMR OF VINYL CHLORID,136.12,158.82,16.7,5.4,High,Tier 2.5 (Quick-win),60-75%,95.3,0.8,Yes,No
39205111,39,Plastics,"SHTS OF PLYMTHYL METHACRYLTE RIGID, PLAIN",83.39,85.22,2.2,3.3,High,Tier 2.5 (Quick-win),60-75%,51.1,0.8,Yes,No
39205112,39,Plastics,SHTS OF PLYMTHYL METHACRYLTE FLEXIBL PLAIN,0.0,0.66,17066.8,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39205119,39,Plastics,OTHER SHEETS OF PLYMTHYL METHACRYLTE,104.42,90.57,-13.3,3.0,High,Tier 2.5 (Quick-win),60-75%,54.3,0.8,Yes,No
39205191,39,Plastics,"OTHR PLATES,SHEETS OF PLYMTHYL            METHACRYLTERIGID, PLAIN",0.01,0.22,2701.8,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39205199,39,Plastics,"OTHR PLAT,SHEET OF PLYMTHYL METHACRYLT NES",33.05,31.81,-3.8,3.0,High,Tier 3 (Specialty),15-30%,4.8,0.5,No,No
39205911,39,Plastics,"POLY ACRYLATE SHEETS RIGID, PLAIN",0.33,0.65,97.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39205912,39,Plastics,"POLY ACRYLATE SHEETS FLEXIBLE, PLAIN",0.01,0.0,-95.0,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39205919,39,Plastics,POLY ACRYLATE SHEETS OTHER,9.19,4.4,-52.1,3.0,High,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
39205991,39,Plastics,"SHETS ETC OF OTHR ACRYLIC POLYMERS  NES   RIGID, PLAIN",0.0,0.01,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39205999,39,Plastics,OTHR SHETS ETC OF OTHR ACRYLIC POLYMER NES,7.04,7.05,0.2,3.3,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
39206110,39,Plastics,"PLTES SHTS ETC OF PLYCRBNTS RIGID, PLAIN",1.73,3.14,81.6,5.4,High,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
39206120,39,Plastics,"PLTES SHTS ETC OF PLYCRBNTS FLEXIBLE, PLAI",1.03,0.5,-50.8,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39206190,39,Plastics,PLTES SHTS ETC OF PLYCRBNTS NES,22.4,50.18,124.0,5.4,High,Tier 2.5 (Quick-win),60-75%,30.1,0.8,Yes,No
39206210,39,Plastics,"PLTES SHTS ETC OF PLYETHYLN TEREPHTHALTE  RIGID, PLAIN",4.16,6.49,56.2,5.4,High,Tier 3 (Specialty),15-30%,1.0,0.5,No,No
39206220,39,Plastics,"PLTES SHTS ETC OF PLYETHYLN TEREPHTHALTE  FLEXIBLE, PLAIN",19.92,24.79,24.5,5.4,High,Tier 3 (Specialty),15-30%,3.7,0.5,No,No
39206290,39,Plastics,PLTES SHTS OF PLYETHYLN TEREPHTHALTE NES,151.06,149.66,-0.9,3.6,High,Tier 2.5 (Quick-win),60-75%,89.8,0.8,Yes,No
39206310,39,Plastics,"PLTES SHTS ETC OF UNSATURATED POLYESTERS  RIGID, PLAIN",0.0,0.98,39074.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39206320,39,Plastics,"PLTES SHTS ETC OF UNSATURATED POLYESTERS  FLEXIBLE, PLAIN",0.08,0.07,-21.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206390,39,Plastics,PLTES SHTS OF UNSATURATED POLYESTERS NES,10.62,12.49,17.6,4.5,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
39206911,39,Plastics,PACKAG FILM OF OTHR POLYESTER RIGID PLAIN,2.25,0.02,-99.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206912,39,Plastics,PACKAG FILM OF OTHR POLYESTR FLEXIBL PLAIN,0.07,0.02,-76.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206919,39,Plastics,PACKAG FILM OF OTHR POLYESTERS NES,23.55,26.98,14.5,4.5,High,Tier 3 (Specialty),15-30%,4.0,0.5,No,No
39206921,39,Plastics,"SUN/DUST CONTROL FILM OF OTHR POLYESTERS  RIGID, PLAIN",0.0,0.3,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206922,39,Plastics,"SUN/DUST CONTROL FILM  OF OTHR POLYESTERS FLEXIBLE, PLAIN",0.03,0.01,-72.4,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206929,39,Plastics,SUN/DUST CONTRL FILM OF OTHR POLYESTER NES,14.89,12.53,-15.9,3.0,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
39206931,39,Plastics,"OTHR FILM OF OTHR POLYESTER RIGID, PLAIN",0.01,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206932,39,Plastics,OTHR FILM OF OTHR POLYESTER FLEXIBLE PLAIN,0.28,0.19,-32.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206939,39,Plastics,OTHR FILM OF OTHR POLYESTER NES,4.9,6.08,24.1,5.4,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
39206992,39,Plastics,"OTHER PLTES SHTS ETC OF OTHR POLYESTERS   FLEXIBLE, PLAIN",0.07,0.07,2.8,3.3,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39206999,39,Plastics,OTHER PLTES SHTS ETC OF OTHR POLYESTER NES,10.45,14.7,40.6,5.4,High,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
39207111,39,Plastics,CELLO PHANE TRANSPARENT FILM,4.22,3.97,-5.7,3.0,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
39207119,39,Plastics,OTHER CELLO PHANE TRANSPARENT,2.22,1.61,-27.2,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39207129,39,Plastics,OTHR SHEETS OF CELLULOSE NITRATEAND         CELLULOIDW/N PLASTICISED,0.01,0.01,19.4,4.5,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207191,39,Plastics,"OTHR PLTES SHTS ETC OF REGENERATD         CELLULSERIGID, PLAIN",0.01,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207199,39,Plastics,OTHR PLTES SHTS OF REGENERATD CELLULSE NES,0.22,0.09,-59.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207311,39,Plastics,"SHTS OF CELLULOSE ACETATE NON-PLASTICISED RIGID, PLAIN",1.42,0.9,-36.5,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39207312,39,Plastics,"SHTS OF CELLULOSE ACETATE NON-PLASTICISED FLEXIBLE, PLAIN",0.0,0.12,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207319,39,Plastics,SHTS OF CELLULOS ACETATE NON-PLASTICIS NES,0.12,0.24,91.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207321,39,Plastics,"SHTS OF CELLULOSE ACETATE PLASTICISED     RIGID, PLAIN",0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207329,39,Plastics,SHTS OF CELLULOSE ACETATE PLASTICISED  NES,0.74,2.2,197.5,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39207399,39,Plastics,OTHR PLTES SHTS OF CELLULOSE ACETATE NES,1.04,1.13,8.0,3.3,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39207911,39,Plastics,SHEETS OF CELLULOSE NITRATE AND CELLULOID W/N PLASTICISED OF OTHER ...,0.31,0.24,-22.4,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207919,39,Plastics,SHEETS OF CELLULOSE NITRATE AND CELLULOID W/N PLASTICISED OF OTHER ...,0.03,0.09,184.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207991,39,Plastics,"OTHR PLTES SHTS ETC OF OTHR CELULSE       DRVTVSRIGID, PLAIN NES",0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207992,39,Plastics,"OTHR PLTES SHTS ETC OF OTHR CELULSE       DRVTVSFLEXIBLE, PLAIN NES",0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39207999,39,Plastics,OTHR PLTES SHTS ETC OF OTHR CELULSE       DRVTVSOTHER NES,7.39,12.75,72.6,5.4,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
39209110,39,Plastics,"RIGID, PLAIN",2.83,3.32,17.4,4.5,High,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
39209120,39,Plastics,"FLEXIBLE, PLAIN",0.34,0.44,29.8,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39209190,39,Plastics,OTHERS-OF-OTHR PLTES SHTS ETCOF OTHER PLASTICS:,61.41,68.96,12.3,4.5,High,Tier 2.5 (Quick-win),60-75%,41.4,0.8,Yes,No
39209211,39,Plastics,"POLY (AMIDE FLURODE) FILM RIGID, PLAIN",0.04,0.01,-84.5,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209212,39,Plastics,"POLY (AMIDE FLURODE) FILM FLEXIBLE, PLAIN",0.06,0.18,221.3,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209219,39,Plastics,POLY (AMIDE FLURODE) FILM  OTHER,26.05,25.84,-0.8,3.0,High,Tier 3 (Specialty),15-30%,3.9,0.5,No,No
39209291,39,Plastics,"OTHER POLYAMIDES RIGID, PLAIN",0.0,0.01,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209292,39,Plastics,"OTHER POLYAMIDES FLEXIBLE, PLAIN",0.28,0.24,-13.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209299,39,Plastics,OTHER POLYAMIDES NES,17.12,18.84,10.1,4.5,High,Tier 3 (Specialty),15-30%,2.8,0.5,No,No
39209390,39,Plastics,OTHR PLTES SHTS ETC OF AMINO-RESINS  NES,0.01,0.01,-9.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209410,39,Plastics,"RIGID, PLAIN OF PHENOLIC RESINS",0.01,0.0,-97.2,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209420,39,Plastics,"FLEXIBLE, PLAIN OF PHENOLIC RESINS",0.04,0.07,99.1,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209490,39,Plastics,OTHR PLTES SHTS ETC OF PHENOLIC RESINS NES,1.93,2.07,7.0,3.3,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39209911,39,Plastics,"PLATES SHEETS FILMS FOIL AND STRIP OF POLY  (VINYL ACETATE) RIGID, ...",0.13,0.28,108.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209912,39,Plastics,PLATES SHEETS FILMS FOIL AND STRIP OF POLY  (VINYL ACETATE) FLEXIBL...,0.77,0.18,-76.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209919,39,Plastics,PLATES SHEETS FILMS FOIL AND STRIP OF POLY  (VINYL ACETATE) NES,16.86,12.29,-27.1,3.0,High,Tier 3 (Specialty),15-30%,1.8,0.5,No,No
39209921,39,Plastics,"SHEETS FILMS  STRIP OF VINYL PLASTICS     RIGID, PLAIN",0.16,0.09,-43.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209922,39,Plastics,"SHEETS FILMS  STRIP OF VINYL PLASTICS     FLEXIBLE, PLAIN",1.56,1.43,-7.9,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
