HSN_Code,HSN_Chapter,Chapter_Name,Commodity,Import_FY24_25_USDmillions,Import_FY25_26_USDmillions,YoY_Growth_Percent,Base_Score,Chapter_Priority,Tier,Substitution_Potential,FY30_Savings_USDmillions,Confidence_Level,Quick_Win,Priority_Chemical
39209929,39,Plastics,SHEETS FILMS  STRIP OF VINYL PLASTICS NES,10.48,8.93,-14.8,3.0,High,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
39209931,39,Plastics,PLATE SHEET FILM FOIL AND STRIP OF          COPOLYMEROF VINYL CHLOR...,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209932,39,Plastics,PLATE SHEET FILM FOIL AND STRIP OF          COPOLYMEROF VINYL CHLOR...,1.17,0.58,-50.4,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39209939,39,Plastics,PLATE SHEET FILM FOIL AND STRIP OF          COPOLYMEROF VINYL CHLOR...,68.44,49.03,-28.4,3.0,High,Tier 3 (Specialty),15-30%,7.4,0.5,No,No
39209941,39,Plastics,"SHEET OF POLY(TETRAFLURO-ETHYLENE)(PTFE)  RIGID, PLAIN",0.12,0.19,55.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209942,39,Plastics,"SHEET OF POLY(TETRAFLURO-ETHYLENE)(PTFE)  FLEXIBLE, PLAIN",0.3,0.71,139.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39209949,39,Plastics,SHEET OF POLY(TETRAFLURO-ETHYLENE)(PTFE)  OTHER,8.64,7.41,-14.2,3.0,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
39209951,39,Plastics,"RETRO REFLECTIVE SHEETING RIGID, PLAIN",0.01,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209952,39,Plastics,"RETRO REFLECTIVE SHEETING FLEXIBLE, PLAIN",0.09,0.14,61.5,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209959,39,Plastics,RETRO REFLECTIVE SHEETING OTHER,39.1,28.3,-27.6,3.0,High,Tier 3 (Specialty),15-30%,4.2,0.5,No,No
39209960,39,Plastics,CLICKING BOARDS FOR LEATHER MACHINERY,0.13,0.04,-67.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39209991,39,Plastics,"OTHER PLATES SHEETS ETC OF OTHR PLASTICS  RIGID, PLAIN",1.53,1.81,18.4,4.5,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39209992,39,Plastics,"OTHER PLATES SHEETS ETC OF OTHR PLASTICS  FLEXIBLE, PLAIN",7.72,7.81,1.2,3.3,High,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
39209999,39,Plastics,OTHERS PLATE/ SHEETS ETC. OF OTHER PLASTIC N.E.S,213.48,219.69,2.9,3.96,High,Tier 2.5 (Quick-win),60-75%,131.8,0.8,Yes,No
39211100,39,Plastics,PLTES SHTS ETC OF POLYMRS OF STYRENE,8.24,7.12,-13.7,3.0,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
39211200,39,Plastics,PLTES ETC OF POLYMRS OF VINYL CHLORDE,49.19,60.42,22.8,5.4,High,Tier 2.5 (Quick-win),60-75%,36.3,0.8,Yes,No
39211310,39,Plastics,PLTES ETC OF POLYURETHANES FLEXIBLE,6.29,9.95,58.3,5.4,High,Tier 3 (Specialty),15-30%,1.5,0.5,No,No
39211390,39,Plastics,PLTES ETC OF POLYURETHANES OTHER,50.1,52.56,4.9,3.3,High,Tier 2.5 (Quick-win),60-75%,31.5,0.8,Yes,No
39211400,39,Plastics,PLTES ETC OF REGNRTD CELULSE,4.5,5.37,19.4,4.5,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
39211900,39,Plastics,OTHR PLTES SHTS ETC OF OTHR PLSTCS CELULR,84.31,89.49,6.1,3.3,High,Tier 2.5 (Quick-win),60-75%,53.7,0.8,Yes,No
39219010,39,Plastics,THERM0C0L,2.84,2.52,-11.2,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
39219021,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",0.13,0.03,-73.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219022,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",0.04,0.04,-8.4,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219023,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",0.23,0.51,124.3,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39219024,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",0.42,0.78,85.4,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39219025,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",0.24,0.84,252.2,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39219026,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",3.7,6.14,65.9,5.4,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
39219027,39,Plastics,ARCHITECTURAL MEMBRANE,0.0,0.04,3767.0,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219029,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    POLYMER OF VINYL CHLORIDE...",65.57,82.78,26.2,5.4,High,Tier 2.5 (Quick-win),60-75%,49.7,0.8,Yes,No
39219031,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    REGENERATED CELLULOSE RIG...",0.02,0.0,-99.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219035,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    REGENERATED CELLULOSE RIG...",0.01,0.03,90.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219036,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    REGENERATED CELLULOSE FLE...",0.64,0.15,-75.9,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219039,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC, OF    REGENERATED CELLULOSE :OTHER",5.99,6.65,11.1,4.5,High,Tier 3 (Specialty),15-30%,1.0,0.5,No,No
39219091,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    RIGID, LACQUERED",0.72,0.8,11.0,4.5,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39219092,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    FLEXIBLE, LACQUERED",0.14,0.14,-1.9,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39219094,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    FLEXIBLE, METALLISED",5.23,15.35,193.7,5.4,High,Tier 3 (Specialty),15-30%,2.3,0.5,No,No
39219095,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    RIGID, LAMINATED",0.31,0.36,16.9,4.5,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39219096,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    FLEXIBLE, LAMINATED",1.3,1.42,9.1,3.3,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39219099,39,Plastics,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    OTHER",226.72,197.7,-12.8,3.6,High,Tier 2.5 (Quick-win),60-75%,118.6,0.8,Yes,No
39221000,39,Plastics,BATHS SHOWER-BATHS AND WASH-BASINS,6.19,7.84,26.7,5.4,High,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
39222000,39,Plastics,LAVATORY SEATS AND COVERS,14.42,12.79,-11.2,3.0,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
39229000,39,Plastics,OTHR SANITARY ARTICLES,79.64,86.08,8.1,3.3,High,Tier 2.5 (Quick-win),60-75%,51.6,0.8,Yes,No
39231010,39,Plastics,"PLASTIC CONTAINERS FOR AUDIO OR VIDEO     CASSETTES, CASSETTE TAPES...",1.21,1.91,57.6,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39231020,39,Plastics,WATCHBOX JEWELLERY BOX AND SIMILAR        CONTAINER OF PLASTICS,2.32,0.71,-69.5,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39231030,39,Plastics,BOXS CASES CRATES AND SMLR ARTCLS OF PLSTCS INSULATED WARE,0.61,0.99,60.9,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39231040,39,Plastics,PACKING FOR ACCOMMODATING CONNECTORS,1.69,1.62,-4.3,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39231090,39,Plastics,BOX CASE CRATE AND SMLR ARTCLS OF PLSTCS NES,60.07,65.92,9.7,3.3,High,Tier 2.5 (Quick-win),60-75%,39.6,0.8,Yes,No
39232100,39,Plastics,SACKS AND BAGS OF POLYETHYLENE (INCL CONES),20.29,21.44,5.7,3.3,High,Tier 3 (Specialty),15-30%,3.2,0.5,No,No
39232910,39,Plastics,SACKS AND BAGS (INCL CONES)OF OTHR PLASTICS OF POLY (VINYL CHLORIDE),0.89,0.51,-42.6,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39232990,39,Plastics,*SACK AND BAG (INCL CONES)OF OTHR PLASTIC NES,33.38,44.77,34.1,5.4,High,Tier 3 (Specialty),15-30%,6.7,0.5,No,No
39233010,39,Plastics,CRBYS BTTLS FLSKS AND SMLR ARTCLS OF PLSTCS INSULATED WARE,9.95,9.27,-6.9,3.0,High,Tier 3 (Specialty),15-30%,1.4,0.5,No,No
39233090,39,Plastics,CRBYS BTTLS FLSKAND SMLR ARTCL OF PLSTCS NES,49.52,55.78,12.6,4.5,High,Tier 2.5 (Quick-win),60-75%,33.5,0.8,Yes,No
39234000,39,Plastics,SPLS COPS BOBBINS AND SMLR SPPRTS OF PLSTCS,9.82,12.63,28.6,5.4,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
39235010,39,Plastics,CAPS AND CLOSURES FOR BOTTLES,24.04,24.55,2.1,3.3,High,Tier 3 (Specialty),15-30%,3.7,0.5,No,No
39235090,39,Plastics,OTHR STOPRS LID CAPSANDOTHR CLSRES OF PLSTCS,65.4,74.7,14.2,4.5,High,Tier 2.5 (Quick-win),60-75%,44.8,0.8,Yes,No
39239010,39,Plastics,OTHR ARTCLS FOR THE CNVYNCE/PCKNG OF      GOODSINSULATED WARE,0.38,0.56,46.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39239020,39,Plastics,OTHR ARTCLS FOR THE CNVYNCE/PCKNG OF      GOODSASEPTIC BAGS,13.37,13.29,-0.6,3.0,High,Tier 3 (Specialty),15-30%,2.0,0.5,No,No
39239090,39,Plastics,OTHR ARTCLS FOR CNVYNCE/PCKNG OF GOODS NES,106.45,107.08,0.6,3.96,High,Tier 2.5 (Quick-win),60-75%,64.2,0.8,Yes,No
39241010,39,Plastics,TABLEWARE AND KITCHENWARE OF PLASTICS       INSULATED WARE,1.85,2.17,17.3,4.5,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39241090,39,Plastics,OTHER TABLEWARE AND KITCHENWARE OF PLASTICS,31.92,38.33,20.1,5.4,High,Tier 3 (Specialty),15-30%,5.7,0.5,No,No
39249010,39,Plastics,TOILET ARTICLES,7.31,5.26,-28.0,3.0,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
39249020,39,Plastics,OTHR HOUSEHOLD AND TOILT ARTCLS OF PLSTCS   INSULATED WARE,0.11,0.22,108.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39249090,39,Plastics,OTHR HOUSHOLD ANDTOILT ARTCLS OF PLSTCS NES,38.88,43.76,12.6,4.5,High,Tier 3 (Specialty),15-30%,6.6,0.5,No,No
39251000,39,Plastics,RESRVRS TANKS VATS AND SMLR CONTNR UPTO 300L,6.01,2.16,-64.1,3.0,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39252000,39,Plastics,DOORS WNDOWS AND THR FRMS THRSHLDS FOR DOORS,6.51,10.28,58.0,5.4,High,Tier 3 (Specialty),15-30%,1.5,0.5,No,No
39253000,39,Plastics,SHUTTERS BLINDS(INCLUDING VENETIAN BLINDS)AND SIMILAR ARTICLES AND ...,5.99,6.18,3.2,3.3,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
39259010,39,Plastics,OTHR BUILDER WARE OF PLSTCS OF POLYURETHNE,2.54,1.65,-35.1,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39259090,39,Plastics,OTHER BUILDERS WARE OF PLASTICS NES,71.73,113.54,58.3,6.48,High,Tier 2 (Dependent),30-50%,34.1,0.7,Yes,No
39261011,39,Plastics,OFFICE SUPPLIES EXCL PINS CLIPS WRITING   INSTRUMENTS OF POLYURETHA...,0.95,0.64,-33.3,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39261019,39,Plastics,OFFICE SUPPLIES EXCL PINS CLIPS WRITING   INSTRUMENTS OF OTHER MAKE,11.02,14.81,34.4,5.4,High,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
39261091,39,Plastics,OTHER ARTICLS OF OFFICE OR SCHOOL         SUPPLIESOF POLYURETHANE FOAM,0.54,0.66,22.4,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39261099,39,Plastics,OTHER OFFICE OR SCHOOL SUPPLIES NES,2.48,2.99,21.0,5.4,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
39262011,39,Plastics,DISPOSABLE  GLOVES,1.38,1.98,43.5,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39262019,39,Plastics,NON-DISPOSABLE  GLOVES,1.02,1.09,6.7,3.3,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39262021,39,Plastics,APRON OF POLYURETHANE FOAM,0.02,0.02,-16.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39262029,39,Plastics,OTHER APRON,1.8,1.32,-26.6,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39262031,39,Plastics,PLASTIC STICKERS FOR GARMENTS             OF POLYURETHANE FOAM,0.01,0.01,6.8,3.3,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39262039,39,Plastics,OTHER PLASTIC STICKERS FOR GARMENTS,2.44,1.82,-25.3,3.0,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39262041,39,Plastics,"COLAR STAYS,PATTIES,BUTTERFLY,SHOLUDER-   PADAND OTHER STAYS OF POL...",0.01,0.01,-14.4,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39262049,39,Plastics,"OTHR COLAR STAYS,PATTIES,BUTTERFLY,       SHOLUDRAND OTHER STAYS",0.66,1.02,53.4,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39262091,39,Plastics,OTHER ARTCLS OF APRL OF POLYURETHANE FOAM,1.07,1.16,8.5,3.3,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39262099,39,Plastics,OTHER ARTCLS OF APRL NES,3.47,4.46,28.6,5.4,High,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
39263010,39,Plastics,FITTINGS FOR FURNITURE COACHWORK/THE LIKE OF POLYURETHANE FOAM,0.06,0.08,49.2,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39263090,39,Plastics,OTHR FITTING FOR FURNITUR COACHWORK/ LIKE,12.94,17.65,36.5,5.4,High,Tier 3 (Specialty),15-30%,2.6,0.5,No,No
39264011,39,Plastics,BANGLES OF POLYURETHANE FOAM,0.06,0.1,64.2,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39264019,39,Plastics,OTHER BANGLES,0.77,0.67,-12.7,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39264021,39,Plastics,BEADS OF POLYURETHANE FOAM,0.12,0.04,-66.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39264029,39,Plastics,OTHER BEADS,29.21,31.43,7.6,3.3,High,Tier 3 (Specialty),15-30%,4.7,0.5,No,No
39264031,39,Plastics,STATUETTES OF POLYURETHANE FOAM,0.0,0.0,-79.5,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39264039,39,Plastics,OTHER STATUETTES,3.65,8.18,124.2,5.4,High,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
39264041,39,Plastics,TABLE AND OTHER HOUSEHOLD ARTICLES FOR    DECORATION OF POLYURETHAN...,0.06,0.05,-17.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39264049,39,Plastics,OTHR TABLEANDOTHR HOUSHOLD ARTCL OF DECORATN,9.76,13.74,40.7,5.4,High,Tier 3 (Specialty),15-30%,2.1,0.5,No,No
39264051,39,Plastics,DECORATIVE SHEETS OF POLYURETHANE FOAM,0.36,0.08,-78.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39264059,39,Plastics,OTHER DECORATIVE SHEETS,4.16,2.83,-32.1,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
39264060,39,Plastics,SEQUINE,0.49,1.6,229.0,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
39264091,39,Plastics,OTHR STATUETTES AND OTHR ORNAMENTAL ARTICLE OF POLYURETHANE FOAM,0.1,0.17,78.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39264099,39,Plastics,OTHR STATUETE AND OTHR ORNAMENTAL ARTICL NES,6.2,8.95,44.3,5.4,High,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
39269010,39,Plastics,PVC BELT CONVEYOR,12.96,16.22,25.2,5.4,High,Tier 3 (Specialty),15-30%,2.4,0.5,No,No
39269021,39,Plastics,"COUPLERS,PACKING RING, O RINGS AND LIKE   OF POLYURETHANE FOAM",0.37,0.54,46.2,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
39269029,39,Plastics,"OTHR COUPLERS,PACKING RING, O RINGS AND LIKE",16.66,18.32,9.9,3.3,High,Tier 3 (Specialty),15-30%,2.7,0.5,No,No
39269031,39,Plastics,LASTS WITH OR WITOUT STEEL HINGS;EVAAND     GRAPESHEET FOR SOLANDHE...,0.05,0.08,55.2,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39269039,39,Plastics,OTHER LASTS WITH OR WITOUT STEEL HINGS;   EVAAND GRAPE SHEET FOR SO...,3.07,2.85,-7.1,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
39269041,39,Plastics,RING BUCKL TACK WASHR OTHR DECO FITTNGS   OFPALSTIC USED TRIM AND E...,0.66,1.68,155.1,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
39269049,39,Plastics,OTHR RING BUCKL TACK WASHR OTHR DECO      FITTNOF PALSTIC USED TRIM...,7.27,9.0,23.8,5.4,High,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
39269051,39,Plastics,RETROREFLECTIVE SHEETING EXCL .HEADNG     3920OF POLYURETHANE FOAM,0.17,0.14,-18.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39269059,39,Plastics,OTHR RETROREFLCTIV SHEET EXCL .HEADNG 3920,3.2,5.54,73.0,5.4,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
39269061,39,Plastics,HANGERS OF POLYURETHANE FOAM,0.03,0.08,193.7,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39269069,39,Plastics,OTHER HANGERS,25.48,28.22,10.7,4.5,High,Tier 3 (Specialty),15-30%,4.2,0.5,No,No
39269071,39,Plastics,"PLASTIC OR NYLON TIPPED HAMMER;           INSULATINGLINER OF NYLON,...",0.18,0.21,13.1,4.5,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
39269079,39,Plastics,OTHER PLASTIC OR NYLON TIPPED HAMMERS;    INSULATING LINER OF NYLON...,9.19,21.19,130.5,5.4,High,Tier 3 (Specialty),15-30%,3.2,0.5,No,No
39269080,39,Plastics,"POLYPROPYLENE ARTICLES,N.E.S.",29.84,33.8,13.2,4.5,High,Tier 3 (Specialty),15-30%,5.1,0.5,No,No
39269091,39,Plastics,OTHR ARTICLE OF PLASTIC OF POLYURETHN FOAM,3.61,7.84,117.5,5.4,High,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
39269099,39,Plastics,OTHR ARTICLE OF PLASTIC NES,1064.04,1228.46,15.4,9.0,High,Tier 2 (Dependent),30-50%,368.5,0.7,No,No
40011010,40,Rubber,PREVULCANISED NATRL RUBR LATEX,1.36,1.91,40.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
40011020,40,Rubber,NATRL RUBR LATEX NOT PREVULCANISED,10.38,13.02,25.4,3.6,Medium,Tier 3 (Specialty),15-30%,2.0,0.5,No,No
40012100,40,Rubber,NATRL RUBR IN SMKD SHEETS,125.93,81.39,-35.4,2.0,Medium,Tier 3 (Specialty),15-30%,12.2,0.5,No,No
40012200,40,Rubber,TECHNICALLY SPCFD NATRL RUBR(TSNR),923.56,792.51,-14.2,3.0,Medium,Tier 2.5 (Quick-win),60-75%,475.5,0.8,Yes,No
40012910,40,Rubber,NATURAL RUBBER IN HEVEA,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
40012920,40,Rubber,NATURAL RUBBER IN PALE CREPE,0.06,0.14,139.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
40012930,40,Rubber,NATURAL RUBBER IN ESTATE BROWN CREPE,0.09,0.11,21.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
40012990,40,Rubber,OTHER NATRL RUBBR NON-LATEX,7.58,4.08,-46.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
40013000,40,Rubber,BALTA GUTTA-PERCHA ETC AND SMLR NATRL GUMS,0.09,0.02,-74.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
40021100,40,Rubber,LATEX (SBR/XSBR),20.45,14.42,-29.5,2.0,Medium,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
40021910,40,Rubber,OIL EXTENDED STYRENE BUTADIENE RUBBER,70.67,70.03,-0.9,2.0,Medium,Tier 3 (Specialty),15-30%,10.5,0.5,No,No
40021920,40,Rubber,STYRENE BUTADIENE RUBBER WTH              STYRENE CONTENT OF OVER 5...,3.46,2.21,-36.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
40021930,40,Rubber,STYRENE BUTADIENE STYREDE OIL BOUND       COPOLYMER,13.43,12.07,-10.1,2.0,Medium,Tier 3 (Specialty),15-30%,1.8,0.5,No,No
40021990,40,Rubber,OTHERS SYNTHETIC RUBR AND PACTICE DRVD FROM OILS IN PRMRY FORMS/IN ...,321.23,327.75,2.0,2.64,Medium,Tier 3 (Specialty),15-30%,49.2,0.5,No,No
40022000,40,Rubber,BUTADIENE RUBBER (BR),303.09,297.6,-1.8,2.4,Medium,Tier 3 (Specialty),15-30%,44.6,0.5,No,No
40023100,40,Rubber,ISOBUTENE-ISOPRENE(BUTYL) RUBBER (IIR),34.51,37.22,7.8,2.2,Medium,Tier 3 (Specialty),15-30%,5.6,0.5,No,No
40023900,40,Rubber,HALO-ISOBUTENE-ISOPRENE RUBR (CIIR/BIIR),117.68,112.61,-4.3,2.4,Medium,Tier 3 (Specialty),15-30%,16.9,0.5,No,No
40024100,40,Rubber,"LATEX,CHLOROPRENE RUBR",1.15,1.24,8.0,2.2,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
40024900,40,Rubber,OTHR CHLOROPRENE(CHLOROBUTADIENE) RUBR(CR),104.35,98.4,-5.7,2.0,Medium,Tier 3 (Specialty),15-30%,14.8,0.5,No,No
40025100,40,Rubber,ACRYLONITRILE-BUTADINE RUBR LATEX,5.31,3.62,-31.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
40025900,40,Rubber,OTHR ACRYLONITRILE-BUTADIENE RUBR (NBR),102.97,125.51,21.9,4.32,Medium,Tier 2.5 (Quick-win),60-75%,75.3,0.8,Yes,No
40026000,40,Rubber,ISOPRENE RUBBER,49.42,63.52,28.5,3.6,Medium,Tier 2.5 (Quick-win),60-75%,38.1,0.8,Yes,No
40027000,40,Rubber,ETHYLENE-PRPYLENE-NON-CONJUGATED,155.26,173.72,11.9,3.6,Medium,Tier 2.5 (Quick-win),60-75%,104.2,0.8,Yes,No
40028010,40,Rubber,LATEX,2.78,2.7,-2.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
40028020,40,Rubber,CHEMLY MODIFIED FORM OF NATURAL RUBBER    INC GRAFT RUBBER,3.22,2.67,-17.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
40028090,40,Rubber,OTHER FORM OF MXTURES OF NATURAL RUBBER,5.73,28.88,403.6,3.6,Medium,Tier 3 (Specialty),15-30%,4.3,0.5,No,No
40029100,40,Rubber,OTHR RUBER LATEX,2.48,2.11,-14.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
40029910,40,Rubber,FACTICE (RUBR SUBSTITUTE DRVD FROM OIL),1.73,1.76,1.7,2.2,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
40029920,40,Rubber,"TREAD RUBR COM,CUSHION COM,CUSHION GUM/   TREAD GUM FOR RESOL/REPAI...",0.0,0.08,7536.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
40029990,40,Rubber,"SYNTHETIC RUBBER SYNTAX,NOT NES.",74.49,77.98,4.7,2.2,Medium,Tier 3 (Specialty),15-30%,11.7,0.5,No,No
40030000,40,Rubber,RECLAIMED RUBR IN PRMRY FORMS             OR IN PLATES SHEETS OR STRIP,0.79,1.11,40.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
40040000,40,Rubber,"WASTE,PARINGS AND SCRAP OF RUBR(BESIDES     HARDRUBR) AND PWDR 9 GR...",212.69,214.4,0.8,2.64,Medium,Tier 3 (Specialty),15-30%,32.2,0.5,No,No
40051000,40,Rubber,RUBR COMPOUNDED WTH CRBN BLACKS/SILICA,434.78,632.12,45.4,5.4,Medium,Tier 2.5 (Quick-win),60-75%,379.3,0.8,Yes,No
40052010,40,Rubber,CAN SEALING COMPOUND,1.22,1.57,28.1,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
40052090,40,Rubber,OTHERS-OF-SOLUTIONS; DISPRSNS OTHR THN THOSE OF SUBHEADING NO. 400510,1.65,2.33,40.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
40059110,40,Rubber,HOSPITAL SHEETING,0.14,0.3,112.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
40059190,40,Rubber,OTHER PLATES SHEETS AND STRIP,23.04,26.14,13.4,3.0,Medium,Tier 3 (Specialty),15-30%,3.9,0.5,No,No
