market,symbol,trades,hit,revenue_gross_gains,gross_trading_profit,txn_costs,income_tax,net_income,capital_deployed,operating_income_ebit,geography
US,SGRY,4,1.0,4790.084946148485,4790.084946148485,40.0,524.7807149229774,4225.3042312255075,40000.0,4750.084946148485,United States
US,GHRS,4,1.0,4746.669641933933,4746.669641933933,40.0,519.9842713556293,4186.685370578304,40000.0,4706.669641933933,United States
US,ATEX,2,1.0,4719.825142939622,4719.825142939622,20.0,519.2281035994217,4180.5970393402,20000.0,4699.825142939622,United States
US,PAR,3,1.0,4721.732076482108,4721.732076482108,30.0,518.3339963887838,4173.398080093324,30000.0,4691.732076482108,United States
US,LWAY,5,0.8,4979.26875056125,4751.771022123544,50.0,545.6813963333337,4156.08962579021,50000.0,4701.771022123544,United States
US,WHG,5,1.0,4671.817863770153,4671.817863770153,50.0,510.61000177685474,4111.207861993298,50000.0,4621.817863770153,United States
US,BIOA,4,1.0,4647.183014380214,4647.183014380214,40.0,508.99317032800457,4098.189844052209,40000.0,4607.183014380214,United States
US,FIG,2,1.0,4622.261345140681,4622.261345140681,20.0,508.4494332935268,4093.8119118471545,20000.0,4602.261345140681,United States
US,IMNM,3,1.0,4606.641336931949,4606.641336931949,30.0,505.61898154865594,4071.022355383293,30000.0,4576.641336931949,United States
US,ONC,4,1.0,4576.82148157518,4576.82148157518,40.0,501.21975660864746,4035.601724966532,40000.0,4536.82148157518,United States
US,IOT,2,1.0,4555.311670582387,4555.311670582387,20.0,501.05295544589376,4034.2587151364933,20000.0,4535.311670582387,United States
US,GOLF,5,1.0,4558.979322503711,4558.979322503711,50.0,498.1438056923651,4010.835516811346,50000.0,4508.979322503711,United States
US,MEDP,4,1.0,4540.787416382763,4540.787416382764,40.0,497.2387788561148,4003.5486375266482,40000.0,4500.787416382764,United States
US,OWLT,4,1.0,4533.367506579509,4533.367506579509,40.0,496.41904076398384,3996.948465815525,40000.0,4493.367506579509,United States
US,PTGX,5,1.0,4543.293628525431,4543.293628525431,50.0,496.4108788514127,3996.882749674018,50000.0,4493.293628525431,United States
US,PAYS,4,1.0,4502.1337954007595,4502.13379540076,40.0,492.96839736120177,3969.165398039558,40000.0,4462.13379540076,United States
US,SBFG,4,1.0,4478.796600548316,4478.796600548316,40.0,490.3901466693078,3948.406453879008,40000.0,4438.796600548316,United States
US,NRC,4,1.0,4459.52393370024,4459.52393370024,40.0,488.2609376126979,3931.262996087542,40000.0,4419.52393370024,United States
