effect,coef,se,p,horizon,n,p_fdr
below_200dma:pb_value,3.6262772594430612,17.3783928360603,0.8347090944214369,xret_T+252d,14406,0.998345388071379
below_200dma:eps_growth,118.72888064160568,137.95413786303175,0.38943622271834544,xret_T+252d,14406,0.998345388071379
below_200dma:roic_value,-21.44375512822303,57.25554446022349,0.7080121710595575,xret_T+252d,14406,0.998345388071379
below_200dma:net_debt_ebitda,11.730078677836588,21.754918174692094,0.5897543532861806,xret_T+252d,14406,0.998345388071379
below_200dma:low_asset_growth,15.29249656451474,32.86914271659474,0.6417496497625903,xret_T+252d,14406,0.998345388071379
below_200dma:quick_ratio,-1.0527630627347246,15.590285862090123,0.9461622790235178,xret_T+252d,14406,0.998345388071379
below_200dma:operating_profit_growth,-77.45618436966265,76.4535329295824,0.3110054632257838,xret_T+252d,14406,0.998345388071379
reversal_weekly:reversal_monthly,-6.18797220838122,15.285108683936011,0.6855975862153278,xret_T+252d,14406,0.998345388071379
reversal_weekly:bull_cartel,18.275818844067302,135.52739786130286,0.8927307686792278,xret_T+252d,14406,0.998345388071379
reversal_weekly:not_distress,-0.7684259912065805,225.14710146569948,0.9972768290588766,xret_T+252d,14406,0.998345388071379
reversal_weekly:pead_positive_surprise,-96.75040213576472,556.8461106499336,0.8620642125600934,xret_T+252d,14406,0.998345388071379
reversal_weekly:debt_reduction,6.541922154144251,228.26212405567097,0.9771360043334975,xret_T+252d,14406,0.998345388071379
reversal_weekly:net_margin,14.303602146438404,266.9304269449863,0.9572654040036143,xret_T+252d,14406,0.998345388071379
reversal_weekly:operating_margin,-22.45852960878934,325.83270485221254,0.945048071769515,xret_T+252d,14406,0.998345388071379
reversal_weekly:pb_value,4.890033839189385,320.83616322559504,0.9878394897718323,xret_T+252d,14406,0.998345388071379
reversal_weekly:eps_growth,-56.44594474418831,183.30448313418387,0.7581314659897297,xret_T+252d,14406,0.998345388071379
reversal_weekly:roic_value,-6.326203830806232,923.2739010407873,0.9945329973442273,xret_T+252d,14406,0.998345388071379
reversal_weekly:net_debt_ebitda,-20.406137239892637,266.176064437218,0.9388907979261191,xret_T+252d,14406,0.998345388071379
reversal_weekly:low_asset_growth,-20.502138314043705,342.51226719881134,0.9522686402808886,xret_T+252d,14406,0.998345388071379
reversal_weekly:quick_ratio,22.863038799439718,420.77349589483816,0.9566676760920596,xret_T+252d,14406,0.998345388071379
reversal_weekly:operating_profit_growth,71.63443356587783,113.27545949969934,0.5271311109154002,xret_T+252d,14406,0.998345388071379
reversal_monthly:bull_cartel,18.275818844067196,135.52739786130266,0.8927307686792283,xret_T+252d,14406,0.998345388071379
