symbol,suffix,ltp,change_pct,darvas,piotroski,coffee_can,cc_score,pegu_score,pegu_grade,market
GMRP&UI,.NS,99.6,0.58,IN_BOX,,,,25,D,IN
HILINFRA,.BO,47.11,0.58,IN_BOX,,,,25,D,IN
MFML,.NS,22.73,0.58,IN_BOX,,,,25,D,IN
KLRFM,.BO,100.6,0.25,IN_BOX,,,,25,D,IN
PDMJEPAPER,.NS,84.12,0.25,IN_BOX,,,,25,D,IN
AEPL,.NS,16.19,0.25,IN_BOX,,,,25,D,IN
HINDMOTORS,.BO,17.04,0.24,IN_BOX,,,,25,D,IN
SHRISTI,.BO,29.66,0.24,IN_BOX,,,,25,D,IN
VGIL,.BO,142.95,0.6,IN_BOX,,,,25,D,IN
RAGHUSYN,.BO,100.5,0.6,IN_BOX,,,,25,D,IN
UDAYJEW,.BO,150.0,0.6,IN_BOX,,,,25,D,IN
BODALCHEM,.BO,66.7,0.27,IN_BOX,,,,25,D,IN
PEARLPOLY,.BO,18.5,0.27,IN_BOX,,,,25,D,IN
SACHEMT,.BO,3.85,0.26,IN_BOX,,,,25,D,IN
TORNTPHARM,.NS,4516.2,0.26,IN_BOX,,,,25,D,IN
AGOL,.BO,4.08,0.25,IN_BOX,,,,25,D,IN
PRIMO,.NS,24.11,0.25,IN_BOX,,,,25,D,IN
3IINFOLTD,.NS,17.29,0.29,IN_BOX,,,,25,D,IN
COMFINCAP,.BO,7.0,0.29,IN_BOX,,,,25,D,IN
MANYAVAR,.NS,412.6,0.29,IN_BOX,,,,25,D,IN
MINDACORP,.NS,670.45,0.28,IN_BOX,,,,25,D,IN
MITSHI,.BO,14.29,0.28,IN_BOX,,,,25,D,IN
SENSEX1,.BO,84.48,0.27,IN_BOX,,,,25,D,IN
ISTRNETWK,.BO,48.54,0.27,IN_BOX,,,,25,D,IN
GATEWAY,.NS,58.65,-5.16,IN_BOX,,,,25,D,IN
BLUSPRING,.NS,107.94,-5.17,IN_BOX,,,,25,D,IN
AMRAAGRI,.BO,0.55,-5.17,IN_BOX,,,,25,D,IN
CEENIK,.BO,178.0,-5.19,IN_BOX,,,,25,D,IN
BNRUDY,.BO,31.75,-5.2,IN_BOX,,,,25,D,IN
KKALPANAIND,.BO,7.06,-5.23,IN_BOX,,,,25,D,IN
BANG,.NS,31.92,-5.25,IN_BOX,,,,25,D,IN
GENPHARMA,.BO,1.08,-5.26,IN_BOX,,,,25,D,IN
SHERVANI,.BO,273.25,-5.04,IN_BOX,,,,25,D,IN
BATLIBOI,.NS,84.83,-5.08,IN_BOX,,,,25,D,IN
ZENITHSTL,.NS,5.59,-5.09,IN_BOX,,,,25,D,IN
GSBFIN,.BO,32.69,-5.11,IN_BOX,,,,25,D,IN
ZBINTXPP,.BO,1634.0,-5.0,IN_BOX,,,,25,D,IN
NDL,.NS,2.46,-5.02,IN_BOX,,,,25,D,IN
APOORVA,.BO,31.8,5.68,IN_BOX,,,,25,D,IN
KAYPOWR,.BO,10.11,5.53,IN_BOX,,,,25,D,IN
JAINEX,.BO,121.4,5.52,IN_BOX,,,,25,D,IN
VPAL,.BO,137.0,5.51,IN_BOX,,,,25,D,IN
NEOINFRA,.BO,42.65,5.28,IN_BOX,,,,25,D,IN
YASHCHEM,.BO,52.64,5.28,IN_BOX,,,,25,D,IN
FILATFASH,.BO,0.2,5.26,IN_BOX,,,,25,D,IN
PNC,.NS,22.63,5.21,IN_BOX,,,,25,D,IN
UTIAMC,.NS,938.2,0.21,IN_BOX,,,,25,D,IN
SBINEQWETF,.NS,32.95,0.21,IN_BOX,,,,25,D,IN
ESENSEX,.NS,77.44,0.21,IN_BOX,,,,25,D,IN
INDOKEM,.BO,502.3,0.21,IN_BOX,,,,25,D,IN
PANACEABIO,.NS,557.2,0.21,IN_BOX,,,,25,D,IN
TITANSEC,.BO,42.46,0.21,IN_BOX,,,,25,D,IN
MUNJALSHOW,.NS,128.25,0.2,IN_BOX,,,,25,D,IN
NIFTYBETA,.NS,265.99,0.2,IN_BOX,,,,25,D,IN
BLACKBUCK,.NS,562.8,0.23,IN_BOX,,,,25,D,IN
SHANTIGOLD,.NS,221.91,0.23,IN_BOX,,,,25,D,IN
MAHSCOOTER,.NS,12506.0,0.23,IN_BOX,,,,25,D,IN
JIOFIN,.NS,239.43,0.23,IN_BOX,,,,25,D,IN
LOWVOLIETF,.NS,21.79,0.23,IN_BOX,,,,25,D,IN
MHRIL,.NS,240.06,0.22,IN_BOX,,,,25,D,IN
PAISALO,.NS,59.34,0.22,IN_BOX,,,,25,D,IN
SEASONST,.BO,18.1,0.56,IN_BOX,,,,25,D,IN
BHARTIHEXA,.NS,1477.0,0.56,IN_BOX,,,,25,D,IN
PANINDIAC,.BO,1.84,0.55,IN_BOX,,,,25,D,IN
HDFCNIFTY,.NS,270.46,0.24,IN_BOX,,,,25,D,IN
WSTCSTPAPR,.NS,496.85,0.24,IN_BOX,,,,25,D,IN
COSMOFE,.BO,189.5,0.24,IN_BOX,,,,25,D,IN
SHAHISHIP,.BO,12.75,0.24,IN_BOX,,,,25,D,IN
UHZAVERI,.BO,12.34,0.24,IN_BOX,,,,25,D,IN
MOBANK10,.NS,17.35,0.58,IN_BOX,,,,25,D,IN
KOTHARIPRO,.NS,71.09,0.58,IN_BOX,,,,25,D,IN
ENKEIWHEL,.BO,398.75,0.58,IN_BOX,,,,25,D,IN
PPL,.NS,262.74,0.58,IN_BOX,,,,25,D,IN
BHAVIK,.BO,155.0,0.58,IN_BOX,,,,25,D,IN
JOSTS,.BO,241.05,0.58,IN_BOX,,,,25,D,IN
TRESCON,.BO,8.8,0.57,IN_BOX,,,,25,D,IN
ENIL,.NS,108.44,0.56,IN_BOX,,,,25,D,IN
EUROPRATIK,.NS,275.3,0.16,IN_BOX,,,,25,D,IN
VSTIND,.NS,261.1,0.15,IN_BOX,,,,25,D,IN
NV20IETF,.NS,13.76,0.15,IN_BOX,,,,25,D,IN
SHKARTP,.BO,6.53,0.15,IN_BOX,,,,25,D,IN
PNB,.NS,107.87,0.15,IN_BOX,,,,25,D,IN
VLEGOV,.BO,12.96,0.15,IN_BOX,,,,25,D,IN
KTKBANK,.NS,265.6,0.17,IN_BOX,,,,25,D,IN
SUBEXLTD,.BO,11.66,0.17,IN_BOX,,,,25,D,IN
PRAJIND,.NS,348.65,0.17,IN_BOX,,,,25,D,IN
AAYUSHBULL,.BO,1188.6,0.17,IN_BOX,,,,25,D,IN
JAMESWARREN,.BO,257.5,0.16,IN_BOX,,,,25,D,IN
ARCL,.BO,193.1,0.16,IN_BOX,,,,25,D,IN
AJCON,.BO,6.2,0.16,IN_BOX,,,,25,D,IN
TRL,.BO,90.22,0.19,IN_BOX,,,,25,D,IN
JYOTHYLAB,.NS,200.4,0.19,IN_BOX,,,,25,D,IN
MANAKSIA,.NS,58.41,0.19,IN_BOX,,,,25,D,IN
UCOBANK,.NS,27.16,0.18,IN_BOX,,,,25,D,IN
VIRINCHI,.NS,16.86,0.18,IN_BOX,,,,25,D,IN
VSFPROJ,.BO,34.99,0.17,IN_BOX,,,,25,D,IN
SILVERO,.BO,5.81,0.17,IN_BOX,,,,25,D,IN
EDVENSWA,.BO,25.15,0.2,IN_BOX,,,,25,D,IN
PURPLEFIN,.BO,65.89,0.2,IN_BOX,,,,25,D,IN
CATVISION,.BO,19.7,0.2,IN_BOX,,,,25,D,IN
MAHABANK,.NS,88.71,0.2,IN_BOX,,,,25,D,IN
PFS,.NS,30.65,0.2,IN_BOX,,,,25,D,IN
SBIBPB,.NS,50.12,0.2,IN_BOX,,,,25,D,IN
BRIGHT,.BO,374.85,0.19,IN_BOX,,,,25,D,IN
VBL,.NS,507.65,0.19,IN_BOX,,,,25,D,IN
VOITHPAPR,.BO,1488.0,0.63,IN_BOX,,,,25,D,IN
SHRADDHA,.BO,159.3,0.63,IN_BOX,,,,25,D,IN
RMDRIP,.NS,19.5,0.62,IN_BOX,,,,25,D,IN
MITSU,.BO,145.2,0.62,IN_BOX,,,,25,D,IN
RAJPALAYAM,.NS,834.0,0.62,IN_BOX,,,,25,D,IN
RESONANCE,.BO,139.4,0.61,IN_BOX,,,,25,D,IN
NATFIT,.BO,157.15,0.61,IN_BOX,,,,25,D,IN
CHORDIA,.BO,69.8,0.65,IN_BOX,,,,25,D,IN
NV20,.NS,14.1,0.64,IN_BOX,,,,25,D,IN
UNIROYAL,.BO,20.39,0.64,IN_BOX,,,,25,D,IN
RVTH,.NS,716.8,0.64,IN_BOX,,,,25,D,IN
FMCGIETF,.NS,52.92,0.63,IN_BOX,,,,25,D,IN
BRIDGESE,.BO,14.4,0.63,IN_BOX,,,,25,D,IN
SAFFRON,.BO,28.9,0.63,IN_BOX,,,,25,D,IN
KRSNAA,.NS,538.25,0.13,IN_BOX,,,,25,D,IN
MKTCREAT,.BO,15.0,0.13,IN_BOX,,,,25,D,IN
JHS,.NS,7.73,0.13,IN_BOX,,,,25,D,IN
THEJO,.NS,1822.2,0.13,IN_BOX,,,,25,D,IN
ARISE,.BO,18.54,0.65,IN_BOX,,,,25,D,IN
UTLSOLAR,.NS,309.5,0.65,IN_BOX,,,,25,D,IN
RGRL,.BO,1.54,0.65,IN_BOX,,,,25,D,IN
APTUS,.NS,265.1,0.15,IN_BOX,,,,25,D,IN
ALMONDZ,.NS,13.03,0.15,IN_BOX,,,,25,D,IN
PURSHOTTAM,.BO,33.3,0.15,IN_BOX,,,,25,D,IN
STARPAPER,.NS,138.1,0.15,IN_BOX,,,,25,D,IN
HUDCO,.NS,208.27,0.14,IN_BOX,,,,25,D,IN
NEWGEN,.NS,473.1,0.11,IN_BOX,,,,25,D,IN
ROSEMER,.BO,62.0,0.1,IN_BOX,,,,25,D,IN
MPHASIS,.NS,2263.4,0.1,IN_BOX,,,,25,D,IN
POLYCHMP,.BO,51.45,0.1,IN_BOX,,,,25,D,IN
ZAPPFRESH,.BO,80.91,0.1,IN_BOX,,,,25,D,IN
ORIENTELEC,.NS,177.95,0.1,IN_BOX,,,,25,D,IN
LACTOSE,.BO,104.0,0.1,IN_BOX,,,,25,D,IN
JKPAPER,.NS,341.9,0.1,IN_BOX,,,,25,D,IN
VARDHACRLC,.NS,44.6,0.11,IN_BOX,,,,25,D,IN
SUPRAJIT,.NS,468.4,0.11,IN_BOX,,,,25,D,IN
QUICKHEAL,.BO,176.45,0.11,IN_BOX,,,,25,D,IN
KHANDSE,.NS,17.67,0.11,IN_BOX,,,,25,D,IN
ASHISHPO,.BO,28.52,0.11,IN_BOX,,,,25,D,IN
AGARIND,.NS,546.2,0.11,IN_BOX,,,,25,D,IN
GOLDIAM,.NS,464.85,0.12,IN_BOX,,,,25,D,IN
VCU,.BO,8.02,0.12,IN_BOX,,,,25,D,IN
JGTL,.BO,509.3,0.12,IN_BOX,,,,25,D,IN
DELPHIFX,.NS,8.27,0.12,IN_BOX,,,,25,D,IN
KRYPTONQ,.BO,34.84,0.11,IN_BOX,,,,25,D,IN
DEVIT,.NS,26.27,0.11,IN_BOX,,,,25,D,IN
TOP15IETF,.NS,9.88,0.61,IN_BOX,,,,25,D,IN
SANTETX,.BO,134.5,0.6,IN_BOX,,,,25,D,IN
PLASTIBLEN,.NS,176.34,0.6,IN_BOX,,,,25,D,IN
SNXT50BETA,.NS,93.73,0.6,IN_BOX,,,,25,D,IN
WONDERLA,.NS,495.8,0.6,IN_BOX,,,,25,D,IN
ACL,.NS,52.34,0.06,IN_BOX,,,,25,D,IN
LIQUID1,.NS,1110.95,0.06,IN_BOX,,,,25,D,IN
ELIQUID,.NS,1036.92,0.06,NO_BOX,,,,25,D,IN
SCPL,.NS,480.65,0.06,IN_BOX,,,,25,D,IN
MODIS,.NS,335.0,0.06,IN_BOX,,,,25,D,IN
ATGL,.NS,719.8,0.06,IN_BOX,,,,25,D,IN
SAPPL,.NS,271.0,0.07,IN_BOX,,,,25,D,IN
PVTBANIETF,.NS,28.61,0.07,IN_BOX,,,,25,D,IN
TATAELXSI,.NS,4028.3,0.07,IN_BOX,,,,25,D,IN
AARTIDRUGS,.NS,372.7,0.07,IN_BOX,,,,25,D,IN
LEHAR,.BO,254.7,0.06,IN_BOX,,,,25,D,IN
LKPSEC,.BO,16.66,0.06,IN_BOX,,,,25,D,IN
DHANUKA,.NS,1062.6,0.06,IN_BOX,,,,25,D,IN
SBIETFCON,.NS,118.44,0.08,IN_BOX,,,,25,D,IN
HDFCSENSEX,.NS,87.21,0.08,IN_BOX,,,,25,D,IN
ANSALBU,.BO,86.14,0.08,IN_BOX,,,,25,D,IN
SAGARSOFT,.BO,74.08,0.08,IN_BOX,,,,25,D,IN
ARMANFIN,.NS,1668.0,0.08,IN_BOX,,,,25,D,IN
RAJSEC,.BO,51.48,0.08,IN_BOX,,,,25,D,IN
HEXT,.NS,494.85,0.08,IN_BOX,,,,25,D,IN
ADHBHUTIN,.BO,14.05,0.07,IN_BOX,,,,25,D,IN
QUALITY30,.NS,20.09,0.1,IN_BOX,,,,25,D,IN
GROWWPSUBK,.NS,86.41,0.1,IN_BOX,,,,25,D,IN
MOM50,.NS,250.56,0.09,IN_BOX,,,,25,D,IN
SGMART,.NS,588.7,0.09,IN_BOX,,,,25,D,IN
PSUBANK,.NS,863.33,0.09,IN_BOX,,,,25,D,IN
KCPSUGIND,.NS,22.13,0.09,IN_BOX,,,,25,D,IN
RUSTOMJEE,.NS,384.55,0.09,IN_BOX,,,,25,D,IN
JAUSPOL,.BO,23.01,-5.0,IN_BOX,,,,25,D,IN
KJMCFIN,.BO,55.7,6.24,IN_BOX,,,,25,D,IN
LAHL,.BO,7.26,5.99,IN_BOX,,,,25,D,IN
TVSELECT,.NS,501.5,5.97,IN_BOX,,,,25,D,IN
BERLDRG,.BO,23.5,5.95,IN_BOX,,,,25,D,IN
BACPHAR,.BO,39.75,-5.0,IN_BOX,,,,25,D,IN
THINKINK,.BO,0.19,-5.0,IN_BOX,,,,25,D,IN
HIPOLIN,.BO,70.13,-5.0,IN_BOX,,,,25,D,IN
NARMADESH,.BO,310.5,-4.99,IN_BOX,,,,25,D,IN
BENGALT,.BO,140.0,-4.99,IN_BOX,,,,25,D,IN
EBIX,.BO,24.36,5.0,IN_BOX,,,,25,D,IN
PARMSILK,.BO,276.4,5.0,NO_BOX,,,,25,D,IN
SDL,.BO,44.56,5.0,NO_BOX,,,,25,D,IN
FINELINE,.BO,54.81,5.0,IN_BOX,,,,25,D,IN
SELECTRIC,.BO,1137.58,5.0,NO_BOX,,,,25,D,IN
AMS,.BO,44.1,5.0,IN_BOX,,,,25,D,IN
LEXGLOBAL,.BO,163.8,5.0,IN_BOX,,,,25,D,IN
AHLWEST,.BO,362.55,5.0,NO_BOX,,,,25,D,IN
HBPOR,.BO,59.29,0.03,IN_BOX,,,,25,D,IN
RAINBOW,.NS,1434.5,0.03,IN_BOX,,,,25,D,IN
OMNI,.NS,489.95,0.02,IN_BOX,,,,25,D,IN
RSYSTEMS,.NS,249.6,0.02,IN_BOX,,,,25,D,IN
HGM,.NS,52.01,0.02,IN_BOX,,,,25,D,IN
LIQUIDCASE,.NS,114.68,0.02,NO_BOX,,,,25,D,IN
MOIPO,.NS,44.84,0.04,IN_BOX,,,,25,D,IN
POWERINDIA,.NS,33965.0,0.04,IN_BOX,,,,25,D,IN
GARWAOFFS,.BO,55.96,0.04,IN_BOX,,,,25,D,IN
SPCAPIT,.BO,53.04,0.04,IN_BOX,,,,25,D,IN
SAMKRG,.BO,120.05,0.04,IN_BOX,,,,25,D,IN
NIDHGRN,.BO,360.0,0.03,IN_BOX,,,,25,D,IN
MOM30IETF,.NS,31.74,0.03,IN_BOX,,,,25,D,IN
POLYSPIN,.BO,28.83,0.03,IN_BOX,,,,25,D,IN
LIQGRWBEES,.NS,1045.28,0.05,IN_BOX,,,,25,D,IN
ADANIGREEN,.NS,1526.1,0.05,IN_BOX,,,,25,D,IN
KRISHIVAL,.NS,404.6,0.05,IN_BOX,,,,25,D,IN
BLSE,.NS,225.26,0.04,IN_BOX,,,,25,D,IN
CCAL,.BO,25.51,0.04,IN_BOX,,,,25,D,IN
BLUECOAST,.BO,27.66,0.04,IN_BOX,,,,25,D,IN
GANECOS,.NS,889.9,0.04,IN_BOX,,,,25,D,IN
BLS,.NS,259.3,0.04,IN_BOX,,,,25,D,IN
GROWW,.NS,199.79,0.05,IN_BOX,,,,25,D,IN
SBILIQETF,.NS,1044.99,0.05,IN_BOX,,,,25,D,IN
JAYUSH,.BO,872.0,0.05,IN_BOX,,,,25,D,IN
VIPIND,.NS,312.45,0.05,IN_BOX,,,,25,D,IN
KRYSTAL,.NS,600.7,0.05,IN_BOX,,,,25,D,IN
SKRABUL,.BO,43.5,0.05,IN_BOX,,,,25,D,IN
ELPROINTL,.NS,172.19,0.05,IN_BOX,,,,25,D,IN
WITS,.BO,148.75,0.0,IN_BOX,,,,25,D,IN
WELINV,.BO,1653.15,0.0,IN_BOX,,,,25,D,IN
MAHALXSE,.BO,8.19,0.0,IN_BOX,,,,25,D,IN
SHRAJOI,.BO,21.46,0.0,IN_BOX,,,,25,D,IN
DFL,.BO,35.55,0.0,IN_BOX,,,,25,D,IN
VALLABHSQ,.BO,10.5,0.0,IN_BOX,,,,25,D,IN
ACEEDU,.BO,4.45,0.0,IN_BOX,,,,25,D,IN
NOVATEOR,.BO,32.85,0.0,NO_BOX,,,,25,D,IN
SSTL,.BO,18.74,0.0,IN_BOX,,,,25,D,IN
FELDVR,.BO,2.6,0.0,IN_BOX,,,,25,D,IN
DECPO,.BO,34.0,0.0,IN_BOX,,,,25,D,IN
SMEL,.BO,10.87,0.0,IN_BOX,,,,25,D,IN
MISQUITA,.BO,81.95,0.0,IN_BOX,,,,25,D,IN
KUNSTOFF,.BO,23.89,0.0,IN_BOX,,,,25,D,IN
IFBAGRO,.BO,900.05,0.01,IN_BOX,,,,25,D,IN
LIQUIDSHRI,.NS,1109.99,0.01,NO_BOX,,,,25,D,IN
JSL,.NS,695.05,0.01,IN_BOX,,,,25,D,IN
EXPLEOSOL,.NS,826.4,0.01,IN_BOX,,,,25,D,IN
BATAINDIA,.NS,715.1,0.01,IN_BOX,,,,25,D,IN
NIRLON,.NS,620.1,0.02,IN_BOX,,,,25,D,IN
AGRIBIO,.BO,298.1,0.02,IN_BOX,,,,25,D,IN
JUNGLECAMP,.BO,50.0,0.02,IN_BOX,,,,25,D,IN
HBESD,.NS,75.0,0.01,IN_BOX,,,,25,D,IN
BNALTD,.NS,340.05,0.01,IN_BOX,,,,25,D,IN
FLUOROCHEM,.NS,3909.2,0.01,IN_BOX,,,,25,D,IN
HPIL,.NS,127.5,0.68,IN_BOX,,,,25,D,IN
MAXESTATES,.NS,443.9,0.68,IN_BOX,,,,25,D,IN
INTECCAP,.BO,15.1,0.67,IN_BOX,,,,25,D,IN
VEL,.BO,60.53,0.67,IN_BOX,,,,25,D,IN
HERCULES,.BO,121.35,0.66,IN_BOX,,,,25,D,IN
IWP,.NS,33.37,0.66,IN_BOX,,,,25,D,IN
HARISH,.BO,65.68,0.66,IN_BOX,,,,25,D,IN
COCHINM,.BO,248.6,0.69,IN_BOX,,,,25,D,IN
NICCOPAR,.BO,77.15,0.69,IN_BOX,,,,25,D,IN
NATRAJPR,.BO,36.47,0.69,IN_BOX,,,,25,D,IN
MOBIKWIK,.NS,200.65,0.69,IN_BOX,,,,25,D,IN
MAITRI,.BO,42.23,0.0,IN_BOX,,,,25,D,IN
SRECR,.BO,31.35,0.0,IN_BOX,,,,25,D,IN
BLOIN,.BO,34.98,0.0,IN_BOX,,,,25,D,IN
SYMBIOX,.BO,1.6,0.0,IN_BOX,,,,25,D,IN
OCTAVIUSPL,.BO,44.8,0.0,IN_BOX,,,,25,D,IN
FABINO,.BO,20.31,0.0,NO_BOX,,,,25,D,IN
SETFNIF50,.NS,257.97,0.7,IN_BOX,,,,25,D,IN
SPITZE,.BO,64.31,0.69,IN_BOX,,,,25,D,IN
ROJL,.BO,1.7,0.0,IN_BOX,,,,25,D,IN
DAL,.BO,46.58,0.0,NO_BOX,,,,25,D,IN
NIRMITEE,.BO,115.0,0.0,IN_BOX,,,,25,D,IN
SALGUTI,.BO,29.83,0.0,IN_BOX,,,,25,D,IN
ENTRINT,.BO,21.0,0.0,IN_BOX,,,,25,D,IN
QUANTDIA,.BO,23.0,0.0,IN_BOX,,,,25,D,IN
POEL,.BO,171.45,0.0,IN_BOX,,,,25,D,IN
PARSHVA,.BO,188.0,0.0,IN_BOX,,,,25,D,IN
LEX,.BO,83.16,0.0,IN_BOX,,,,25,D,IN
CHEMIESYNT,.BO,66.84,0.0,NO_BOX,,,,25,D,IN
ATLPP,.BO,9.15,0.0,IN_BOX,,,,25,D,IN
LGBFORGE,.BO,4.76,0.0,IN_BOX,,,,25,D,IN
HBEL,.BO,18.05,0.0,IN_BOX,,,,25,D,IN
NIKSTECH,.BO,291.75,0.0,IN_BOX,,,,25,D,IN
MAHIP,.BO,22.12,0.0,IN_BOX,,,,25,D,IN
ANUPAM,.BO,1.97,0.0,IN_BOX,,,,25,D,IN
INDOCRED,.BO,8.55,0.0,IN_BOX,,,,25,D,IN
ASSAMENT,.BO,601.0,0.0,IN_BOX,,,,25,D,IN
KANDAGIRI,.BO,39.65,0.0,IN_BOX,,,,25,D,IN
GANGAPHARM,.BO,12.0,0.0,NO_BOX,,,,25,D,IN
KEL,.BO,24.69,0.0,IN_BOX,,,,25,D,IN
SHREESHAY,.BO,28.0,0.0,IN_BOX,,,,25,D,IN
FFPL,.BO,4.42,0.0,IN_BOX,,,,25,D,IN
GOBLIN,.BO,8.15,0.0,IN_BOX,,,,25,D,IN
SHVSUIT,.BO,52.07,0.0,IN_BOX,,,,25,D,IN
ELANGO,.BO,13.5,0.0,IN_BOX,,,,25,D,IN
ALKOSIGN,.BO,54.5,0.0,IN_BOX,,,,25,D,IN
ABHICAP,.BO,108.55,0.0,IN_BOX,,,,25,D,IN
PARVATI,.BO,7.04,0.0,IN_BOX,,,,25,D,IN
PHOTOQUP,.BO,11.7,0.0,IN_BOX,,,,25,D,IN
ATISHAY,.BO,205.3,0.66,IN_BOX,,,,25,D,IN
AZAD,.NS,2020.1,0.66,IN_BOX,,,,25,D,IN
KOTHARIPET,.NS,123.86,0.65,IN_BOX,,,,25,D,IN
SONAMLTD,.NS,52.52,0.65,IN_BOX,,,,25,D,IN
GANDHITUBE,.NS,859.55,0.65,IN_BOX,,,,25,D,IN
FIVESTAR,.NS,497.0,0.65,IN_BOX,,,,25,D,IN
PCL,.BO,44.22,5.16,IN_BOX,,,,25,D,IN
ELIXIR,.BO,118.75,5.04,IN_BOX,,,,25,D,IN
SW1,.BO,100.0,5.0,IN_BOX,,,,25,D,IN
SJCORP,.BO,91.19,5.0,NO_BOX,,,,25,D,IN
KHYATI,.BO,4.2,5.0,IN_BOX,,,,25,D,IN
TRANSVOY,.BO,93.7,5.0,IN_BOX,,,,25,D,IN
KRUPALU,.BO,33.38,-4.98,IN_BOX,,,,25,D,IN
VINTAGES,.BO,16.14,-4.95,IN_BOX,,,,25,D,IN
TITAANIUM,.BO,23.71,-4.97,IN_BOX,,,,25,D,IN
VANTABIO,.BO,24.09,-4.97,IN_BOX,,,,25,D,IN
SAMPRE,.BO,7.84,-4.97,IN_BOX,,,,25,D,IN
RASRESOR,.BO,54.2,-4.93,IN_BOX,,,,25,D,IN
DELTA,.BO,11.54,-4.94,IN_BOX,,,,25,D,IN
INDOCITY,.BO,14.61,-4.94,IN_BOX,,,,25,D,IN
PADMAIND,.BO,8.83,-4.95,IN_BOX,,,,25,D,IN
SUPREME,.NS,47.63,-4.95,IN_BOX,,,,25,D,IN
RCL,.BO,2.9,0.0,IN_BOX,,,,25,D,IN
VIKASECO,.NS,1.23,0.0,IN_BOX,,,,25,D,IN
RALEGRA,.BO,56.02,0.0,IN_BOX,,,,25,D,IN
PROMACT,.BO,10.15,0.0,IN_BOX,,,,25,D,IN
RACONTEUR,.BO,11.4,0.0,IN_BOX,,,,25,D,IN
MONIND,.BO,22.99,0.0,IN_BOX,,,,25,D,IN
TULSYAN,.BO,30.2,0.0,IN_BOX,,,,25,D,IN
KVSCASTING,.BO,62.0,0.0,IN_BOX,,,,25,D,IN
TRIUMPIN,.BO,17.67,0.0,IN_BOX,,,,25,D,IN
CITYMAN,.BO,14.75,0.0,IN_BOX,,,,25,D,IN
TERASOFT,.NS,408.55,0.0,IN_BOX,,,,25,D,IN
DHARAN,.BO,0.19,0.0,IN_BOX,,,,25,D,IN
KGES,.BO,28.38,0.0,IN_BOX,,,,25,D,IN
BSELALGO,.BO,4.45,0.0,IN_BOX,,,,25,D,IN
CHCL,.BO,8.26,0.0,IN_BOX,,,,25,D,IN
SIMPLXMIL,.BO,5415.0,0.0,IN_BOX,,,,25,D,IN
JAINMARMO,.BO,22.0,0.0,IN_BOX,,,,25,D,IN
ROOPSHRI,.BO,68.2,0.0,NO_BOX,,,,25,D,IN
CLARA,.BO,34.8,0.0,IN_BOX,,,,25,D,IN
RISHYRN,.BO,79.96,0.0,IN_BOX,,,,25,D,IN
AARCON,.BO,14.37,0.0,NO_BOX,,,,25,D,IN
GOLDENCREST,.BO,373.5,0.0,IN_BOX,,,,25,D,IN
SANBLUE,.BO,30.5,0.0,IN_BOX,,,,25,D,IN
OPCHAINS,.BO,29.75,0.0,IN_BOX,,,,25,D,IN
AASHKA,.BO,81.25,0.0,IN_BOX,,,,25,D,IN
GLAAMUP,.BO,16.45,0.0,NO_BOX,,,,25,D,IN
FEL,.BO,0.49,0.0,IN_BOX,,,,25,D,IN
RAGHUNAT,.BO,11.0,0.0,IN_BOX,,,,25,D,IN
MRP,.BO,90.0,0.0,IN_BOX,,,,25,D,IN
NETPIX,.BO,33.6,0.0,NO_BOX,,,,25,D,IN
WELTI,.BO,24.79,0.0,IN_BOX,,,,25,D,IN
AARSHYAM,.BO,13.57,0.0,NO_BOX,,,,25,D,IN
NORTHLINK,.BO,22.14,0.0,NO_BOX,,,,25,D,IN
INNOVATIVE,.BO,24.98,0.0,IN_BOX,,,,25,D,IN
IISL,.BO,16.02,0.0,IN_BOX,,,,25,D,IN
ALANKIT,.NS,8.33,0.0,IN_BOX,,,,25,D,IN
DGL,.BO,1.06,0.0,IN_BOX,,,,25,D,IN
GEMSPIN,.BO,6.25,0.0,IN_BOX,,,,25,D,IN
ANIRITPP,.BO,26.37,0.0,IN_BOX,,,,25,D,IN
RANJEET,.BO,6.3,0.0,IN_BOX,,,,25,D,IN
SKIFL,.BO,9.9,0.0,IN_BOX,,,,25,D,IN
ARCFIN,.BO,0.54,0.0,IN_BOX,,,,25,D,IN
ISFL,.BO,0.72,0.0,IN_BOX,,,,25,D,IN
CHEMFAB,.BO,365.0,0.0,IN_BOX,,,,25,D,IN
HEERAISP,.BO,6.6,0.0,IN_BOX,,,,25,D,IN
PROMAX,.BO,13.99,0.0,IN_BOX,,,,25,D,IN
TATIAGLOB,.BO,2.38,0.0,IN_BOX,,,,25,D,IN
ARYAMAN,.BO,595.5,0.0,IN_BOX,,,,25,D,IN
CRIMSON,.BO,48.28,0.0,IN_BOX,,,,25,D,IN
PRARUH,.BO,50.0,0.0,IN_BOX,,,,25,D,IN
OMNIPOTENT,.BO,2.74,0.0,IN_BOX,,,,25,D,IN
FUTSOL,.BO,47.95,0.0,IN_BOX,,,,25,D,IN
SUNDARAM,.NS,1.35,0.0,IN_BOX,,,,25,D,IN
DAVANGERE,.NS,3.59,0.0,IN_BOX,,,,25,D,IN
TRANSPACT,.BO,190.0,0.0,IN_BOX,,,,25,D,IN
JOHNPHARMA,.BO,0.5,0.0,IN_BOX,,,,25,D,IN
GARMNTMNTR,.BO,1.17,0.0,IN_BOX,,,,25,D,IN
