symbol,suffix,ltp,change_pct,darvas,piotroski,coffee_can,cc_score,pegu_score,pegu_grade,market
WARDINMOBI,.BO,6.73,-0.3,IN_BOX,,,,25,D,IN
MANINFRA,.NS,104.38,-0.3,IN_BOX,,,,25,D,IN
DLINKINDIA,.NS,516.05,-0.3,IN_BOX,,,,25,D,IN
EUROBOND,.NS,171.16,-0.3,IN_BOX,,,,25,D,IN
PSUBNKIETF,.NS,87.76,-0.31,IN_BOX,,,,25,D,IN
GTV,.BO,79.29,-0.28,IN_BOX,,,,25,D,IN
SUCROSA,.BO,10.65,-0.28,IN_BOX,,,,25,D,IN
YESBANK,.NS,24.87,-0.28,IN_BOX,,,,25,D,IN
KPGEL,.BO,371.55,-0.28,IN_BOX,,,,25,D,IN
AONETMMQ50,.NS,10.21,-0.29,IN_BOX,,,,25,D,IN
INNOVACAP,.NS,941.35,-0.29,IN_BOX,,,,25,D,IN
RAJTUBE,.BO,13.95,-0.29,IN_BOX,,,,25,D,IN
TTL,.NS,6.81,-0.29,IN_BOX,,,,25,D,IN
CUBEXTUB,.NS,84.34,-0.33,IN_BOX,,,,25,D,IN
ALPA,.NS,68.5,-0.35,IN_BOX,,,,25,D,IN
BOMBWIR,.BO,46.06,-0.35,IN_BOX,,,,25,D,IN
GKL,.BO,36.59,-0.35,IN_BOX,,,,25,D,IN
HARRMALAYA,.NS,204.7,-0.35,IN_BOX,,,,25,D,IN
EMMVEE,.NS,337.25,-0.33,IN_BOX,,,,25,D,IN
BSE500IETF,.NS,38.94,-0.33,IN_BOX,,,,25,D,IN
SPELS,.BO,149.6,-0.33,IN_BOX,,,,25,D,IN
CRESCENTIS,.BO,119.75,-0.33,IN_BOX,,,,25,D,IN
MINID,.BO,6.04,-0.33,IN_BOX,,,,25,D,IN
ACEMEN,.BO,97.45,-0.33,IN_BOX,,,,25,D,IN
PROSTARM,.NS,138.64,-0.31,IN_BOX,,,,25,D,IN
SANDUMA,.NS,207.03,-0.32,IN_BOX,,,,25,D,IN
NAHARINDUS,.NS,119.7,-0.32,IN_BOX,,,,25,D,IN
EMROCK,.BO,267.4,-0.32,IN_BOX,,,,25,D,IN
GPIL,.NS,265.4,-0.32,IN_BOX,,,,25,D,IN
COCHMAL,.BO,139.95,-0.32,IN_BOX,,,,25,D,IN
NTCIND,.BO,152.15,1.1,IN_BOX,,,,25,D,IN
ELDEHSG,.NS,813.95,1.09,IN_BOX,,,,25,D,IN
ATVPR,.BO,28.04,1.08,IN_BOX,,,,25,D,IN
ASHOKAMET,.NS,15.23,1.06,IN_BOX,,,,25,D,IN
SUNDROP,.NS,661.75,1.05,IN_BOX,,,,25,D,IN
SBIN,.NS,1045.4,1.04,IN_BOX,,,,25,D,IN
OLPCL,.BO,2.92,1.04,IN_BOX,,,,25,D,IN
RADIANTCMS,.NS,39.35,-0.4,IN_BOX,,,,25,D,IN
HERANBA,.NS,187.04,-0.4,IN_BOX,,,,25,D,IN
HELPAGE,.BO,21.89,-0.41,IN_BOX,,,,25,D,IN
CONCORDBIO,.NS,1286.1,-0.38,IN_BOX,,,,25,D,IN
BITS,.BO,7.97,-0.38,IN_BOX,,,,25,D,IN
SILINV,.NS,421.05,-0.38,IN_BOX,,,,25,D,IN
ISGEC,.NS,922.9,-0.38,IN_BOX,,,,25,D,IN
GINISILK,.BO,56.0,-0.39,IN_BOX,,,,25,D,IN
SBINMID150,.NS,22.81,-0.39,IN_BOX,,,,25,D,IN
ASHCAP,.BO,2.72,-0.37,IN_BOX,,,,25,D,IN
KALYANIFRG,.NS,601.65,-0.37,IN_BOX,,,,25,D,IN
SBIMIDMOM,.NS,63.82,-0.37,IN_BOX,,,,25,D,IN
SHYAMMETL,.NS,945.75,-0.37,IN_BOX,,,,25,D,IN
SECURKLOUD,.NS,19.01,-0.37,IN_BOX,,,,25,D,IN
BEEYU,.BO,2.65,-0.38,IN_BOX,,,,25,D,IN
AIMCOPEST,.BO,55.79,-0.38,IN_BOX,,,,25,D,IN
SCILAL,.NS,44.89,-0.36,IN_BOX,,,,25,D,IN
MVGJL,.NS,143.8,-0.36,IN_BOX,,,,25,D,IN
MONGIPA,.BO,16.5,-0.36,IN_BOX,,,,25,D,IN
SYNCOMF,.NS,13.89,-0.36,IN_BOX,,,,25,D,IN
EKI,.BO,86.57,-0.36,IN_BOX,,,,25,D,IN
EMAMIPAP,.NS,85.25,-0.36,IN_BOX,,,,25,D,IN
SAIL,.NS,170.79,-0.37,IN_BOX,,,,25,D,IN
PRABHA,.NS,153.39,-0.37,IN_BOX,,,,25,D,IN
AARVI,.NS,143.1,-4.43,IN_BOX,,,,25,D,IN
HITECH,.NS,89.85,-4.46,IN_BOX,,,,25,D,IN
SHAHLON,.BO,23.57,-4.46,IN_BOX,,,,25,D,IN
NISMGMT,.BO,44.66,-4.47,IN_BOX,,,,25,D,IN
SRICC,.BO,42.31,-4.47,IN_BOX,,,,25,D,IN
VIKALPS,.BO,21.0,-4.5,IN_BOX,,,,25,D,IN
LADDERUP,.BO,50.5,-4.41,IN_BOX,,,,25,D,IN
GRAVITY,.BO,11.01,-4.43,IN_BOX,,,,25,D,IN
STHINPA,.BO,99.63,4.71,IN_BOX,,,,25,D,IN
ELEMARB,.BO,183.35,-4.38,IN_BOX,,,,25,D,IN
SOLIDSTON,.BO,24.03,-4.38,IN_BOX,,,,25,D,IN
SMARTFIN,.BO,8.29,-4.38,IN_BOX,,,,25,D,IN
SURJIND,.BO,59.84,4.8,IN_BOX,,,,25,D,IN
CIANAGRO,.BO,1761.0,4.77,IN_BOX,,,,25,D,IN
SETUINFRA,.BO,0.44,4.76,IN_BOX,,,,25,D,IN
SURAJINDPP,.BO,18.47,4.76,IN_BOX,,,,25,D,IN
ALFL,.BO,1.1,4.76,IN_BOX,,,,25,D,IN
VXLINSTR,.BO,3.09,4.75,IN_BOX,,,,25,D,IN
GARWSYN,.BO,18.59,4.73,IN_BOX,,,,25,D,IN
GLHRL,.BO,10.87,4.72,IN_BOX,,,,25,D,IN
TECHNOE,.NS,1087.1,1.21,IN_BOX,,,,25,D,IN
REGENCERAM,.NS,42.0,1.2,IN_BOX,,,,25,D,IN
1STCUS,.BO,69.09,1.2,IN_BOX,,,,25,D,IN
RAYALEMA,.BO,31.37,1.19,IN_BOX,,,,25,D,IN
SUNCLAY,.NS,1329.1,1.19,IN_BOX,,,,25,D,IN
MADHAV,.NS,36.5,1.19,IN_BOX,,,,25,D,IN
PANTH,.BO,11.03,1.19,IN_BOX,,,,25,D,IN
HBSL,.BO,52.78,-0.43,IN_BOX,,,,25,D,IN
PHRMASI,.BO,101.24,1.24,IN_BOX,,,,25,D,IN
GREENLAM,.NS,260.67,1.23,IN_BOX,,,,25,D,IN
MACHLTD,.BO,140.35,1.23,IN_BOX,,,,25,D,IN
GARNETINT,.BO,68.78,1.22,IN_BOX,,,,25,D,IN
TIHIL,.BO,4.17,1.21,IN_BOX,,,,25,D,IN
NIKHILAD,.BO,77.9,1.21,IN_BOX,,,,25,D,IN
PRAKASH,.NS,142.97,1.21,IN_BOX,,,,25,D,IN
PRERINFRA,.BO,28.72,-0.42,IN_BOX,,,,25,D,IN
SYSTEMATIC,.BO,187.5,-0.42,IN_BOX,,,,25,D,IN
GLOTTIS,.BO,67.0,-0.43,IN_BOX,,,,25,D,IN
DHATRE,.BO,4.59,-0.43,IN_BOX,,,,25,D,IN
EFCIL,.NS,186.08,-0.43,IN_BOX,,,,25,D,IN
MGIL,.BO,38.7,-0.41,IN_BOX,,,,25,D,IN
MARATHON,.NS,405.1,-0.41,IN_BOX,,,,25,D,IN
BSL,.NS,127.38,-0.41,IN_BOX,,,,25,D,IN
AKI,.NS,4.77,-0.42,IN_BOX,,,,25,D,IN
AFFLE,.NS,1449.7,-0.42,IN_BOX,,,,25,D,IN
REGIS,.BO,2.25,-0.44,IN_BOX,,,,25,D,IN
LTFOODS,.NS,385.55,-0.45,IN_BOX,,,,25,D,IN
THEINVEST,.NS,98.76,-0.45,IN_BOX,,,,25,D,IN
SMALL250,.NS,17.7,-0.45,IN_BOX,,,,25,D,IN
BHASKAGR,.BO,133.5,-0.45,IN_BOX,,,,25,D,IN
VSTTILLERS,.NS,4483.1,-0.46,IN_BOX,,,,25,D,IN
BRGIL,.BO,124.05,-0.44,IN_BOX,,,,25,D,IN
SUDARCOLOR,.NS,364.15,-0.44,IN_BOX,,,,25,D,IN
CGCL,.NS,217.44,-0.44,IN_BOX,,,,25,D,IN
IGCIL,.BO,2.24,-0.44,IN_BOX,,,,25,D,IN
INNOVTEC,.BO,13.44,-0.44,IN_BOX,,,,25,D,IN
FRONTSP,.NS,1415.2,-0.44,IN_BOX,,,,25,D,IN
MRF,.NS,129550.0,-0.44,IN_BOX,,,,25,D,IN
VICTMILL,.BO,5300.0,1.15,IN_BOX,,,,25,D,IN
JAYCH,.BO,6.15,1.15,IN_BOX,,,,25,D,IN
TIPSMUSIC,.NS,637.85,-0.43,IN_BOX,,,,25,D,IN
XPROINDIA,.NS,1341.2,-0.43,IN_BOX,,,,25,D,IN
NAHARSPING,.BO,256.5,-0.43,IN_BOX,,,,25,D,IN
CYIENTDLM,.NS,465.0,-0.43,IN_BOX,,,,25,D,IN
GKCONS,.BO,13.89,-0.43,IN_BOX,,,,25,D,IN
PERFEPA,.BO,70.43,-0.44,IN_BOX,,,,25,D,IN
VISHAL,.BO,20.6,1.18,IN_BOX,,,,25,D,IN
MMWL,.BO,13.7,1.18,IN_BOX,,,,25,D,IN
IGPL,.NS,450.05,1.18,IN_BOX,,,,25,D,IN
AMBALALSA,.NS,31.64,1.18,IN_BOX,,,,25,D,IN
ATIL,.BO,82.0,1.17,IN_BOX,,,,25,D,IN
HEMIPROP,.NS,139.55,1.16,IN_BOX,,,,25,D,IN
AAATECH,.NS,95.16,1.16,IN_BOX,,,,25,D,IN
TVSHLTD,.NS,13518.0,1.16,IN_BOX,,,,25,D,IN
FABTECH,.NS,156.92,-0.49,IN_BOX,,,,25,D,IN
MOSERVICE,.NS,30.64,-0.49,IN_BOX,,,,25,D,IN
MUKESHB,.BO,122.25,-0.49,IN_BOX,,,,25,D,IN
GUJALKALI,.NS,623.7,-0.49,IN_BOX,,,,25,D,IN
OMAXAUTO,.BO,224.0,-0.49,IN_BOX,,,,25,D,IN
INNOVATORS,.BO,123.05,-0.49,IN_BOX,,,,25,D,IN
WEBELSOLAR,.NS,101.48,-0.5,IN_BOX,,,,25,D,IN
BALRAMCHIN,.NS,534.2,-0.48,IN_BOX,,,,25,D,IN
VISHALBL,.BO,58.5,-0.48,IN_BOX,,,,25,D,IN
BRITANNIA,.NS,5237.0,-0.48,IN_BOX,,,,25,D,IN
SILLYMONKS,.NS,16.72,-0.48,IN_BOX,,,,25,D,IN
ASAHISONG,.NS,255.96,-0.48,IN_BOX,,,,25,D,IN
RAMANEWS,.NS,29.06,-0.48,IN_BOX,,,,25,D,IN
NAVA,.NS,607.15,-0.48,IN_BOX,,,,25,D,IN
PYRAMID,.NS,170.54,-0.47,IN_BOX,,,,25,D,IN
MOINFRA,.NS,63.01,-0.47,IN_BOX,,,,25,D,IN
MAGADSUGAR,.NS,455.05,-0.47,IN_BOX,,,,25,D,IN
BAIKAKAJI,.BO,200.0,-0.47,IN_BOX,,,,25,D,IN
GSFC,.NS,163.13,-0.47,IN_BOX,,,,25,D,IN
LORDSCHLO,.NS,133.16,-0.47,IN_BOX,,,,25,D,IN
BIRLAMONEY,.NS,140.87,-0.47,IN_BOX,,,,25,D,IN
TCI,.NS,928.65,-0.46,IN_BOX,,,,25,D,IN
DCMNVL,.BO,153.0,-0.46,IN_BOX,,,,25,D,IN
INVIGO,.BO,6.51,-0.46,IN_BOX,,,,25,D,IN
KHADIM,.BO,108.4,-0.46,IN_BOX,,,,25,D,IN
SBGLP,.NS,25.55,-0.47,IN_BOX,,,,25,D,IN
ANURAS,.NS,1275.1,-0.47,IN_BOX,,,,25,D,IN
SURAJLTD,.NS,228.53,-0.47,IN_BOX,,,,25,D,IN
CYBERMEDIA,.BO,16.96,-0.47,IN_BOX,,,,25,D,IN
SIYSIL,.NS,645.3,1.33,IN_BOX,,,,25,D,IN
EXHICON,.BO,434.9,1.33,IN_BOX,,,,25,D,IN
GRMOVER,.NS,92.24,1.32,IN_BOX,,,,25,D,IN
GITARENEW,.BO,77.0,1.32,IN_BOX,,,,25,D,IN
PODDARMENT,.NS,253.55,1.32,IN_BOX,,,,25,D,IN
GOYALALUM,.NS,6.97,1.31,IN_BOX,,,,25,D,IN
COMPEAU,.BO,372.25,1.31,IN_BOX,,,,25,D,IN
MEDICAMEQ,.NS,228.2,-0.52,IN_BOX,,,,25,D,IN
META,.BO,7.72,-0.52,IN_BOX,,,,25,D,IN
CAPITALSFB,.NS,280.1,-0.52,IN_BOX,,,,25,D,IN
SMSPHARMA,.NS,376.55,-0.52,IN_BOX,,,,25,D,IN
7NR,.BO,5.69,-0.52,IN_BOX,,,,25,D,IN
COMPUPN,.BO,3.76,-0.53,IN_BOX,,,,25,D,IN
REPRO,.NS,372.15,1.33,IN_BOX,,,,25,D,IN
ONESOURCE,.NS,1556.0,-0.51,IN_BOX,,,,25,D,IN
TIGLOB,.BO,165.7,-0.51,IN_BOX,,,,25,D,IN
SAFARI,.NS,1590.6,-0.51,IN_BOX,,,,25,D,IN
OMPOWER,.NS,182.46,-0.52,IN_BOX,,,,25,D,IN
INTLCOMBQ,.BO,499.65,-0.52,IN_BOX,,,,25,D,IN
BENARAS,.BO,10433.1,-0.52,IN_BOX,,,,25,D,IN
COMPUSOFT,.NS,13.31,-0.52,IN_BOX,,,,25,D,IN
JMJFIN,.BO,9.99,-0.5,IN_BOX,,,,25,D,IN
HLEGLAS,.NS,380.45,-0.5,IN_BOX,,,,25,D,IN
KIFS,.BO,119.4,-0.5,IN_BOX,,,,25,D,IN
TEGA,.NS,1730.2,-0.51,IN_BOX,,,,25,D,IN
MIDCAPETF,.NS,23.26,-0.51,IN_BOX,,,,25,D,IN
KEMISTAR,.BO,48.86,-0.51,IN_BOX,,,,25,D,IN
EXCELINDUS,.NS,906.5,-0.51,IN_BOX,,,,25,D,IN
ITADD,.NS,29.05,-0.55,IN_BOX,,,,25,D,IN
WEIZMANIND,.NS,85.55,-0.55,IN_BOX,,,,25,D,IN
CHENFERRO,.BO,92.0,-0.56,IN_BOX,,,,25,D,IN
INDIANVSH,.BO,7.06,-0.56,IN_BOX,,,,25,D,IN
GUJSTATFIN,.BO,10.68,-0.56,IN_BOX,,,,25,D,IN
JAYNECOIND,.NS,85.76,-0.56,IN_BOX,,,,25,D,IN
HSIL,.BO,371.0,-0.54,IN_BOX,,,,25,D,IN
TNPL,.NS,144.99,-0.54,IN_BOX,,,,25,D,IN
CRIZAC,.NS,201.39,-0.54,IN_BOX,,,,25,D,IN
RPGLIFE,.NS,2276.4,-0.54,IN_BOX,,,,25,D,IN
MBEL,.NS,303.5,-0.54,IN_BOX,,,,25,D,IN
DIVGIITTS,.NS,855.25,-0.55,IN_BOX,,,,25,D,IN
TATAINVEST,.NS,678.85,1.29,IN_BOX,,,,25,D,IN
NAPEROL,.BO,649.7,1.29,IN_BOX,,,,25,D,IN
ADDIND,.BO,88.95,1.28,IN_BOX,,,,25,D,IN
SALSAIN,.BO,214.9,1.27,IN_BOX,,,,25,D,IN
UNITECH,.NS,4.77,1.27,IN_BOX,,,,25,D,IN
OROSMITHS,.BO,6.39,1.27,IN_BOX,,,,25,D,IN
PANELEC,.BO,26.72,1.25,IN_BOX,,,,25,D,IN
HARDCAS,.BO,845.5,-0.53,IN_BOX,,,,25,D,IN
COCKERILL,.NS,8840.5,1.31,IN_BOX,,,,25,D,IN
SUNFLAG,.NS,345.15,1.31,IN_BOX,,,,25,D,IN
MAIDEN,.BO,78.0,1.31,IN_BOX,,,,25,D,IN
PANJON,.BO,17.73,1.31,IN_BOX,,,,25,D,IN
HTMEDIA,.NS,22.38,1.31,IN_BOX,,,,25,D,IN
ROML,.NS,46.73,1.3,IN_BOX,,,,25,D,IN
SHAILY,.NS,2849.7,1.3,IN_BOX,,,,25,D,IN
PRAENG,.NS,21.05,1.3,IN_BOX,,,,25,D,IN
ANTARIKSH,.BO,7.31,4.88,NO_BOX,,,,25,D,IN
RAJINFRA,.BO,4.3,4.88,IN_BOX,,,,25,D,IN
HEMANG,.BO,14.0,4.87,IN_BOX,,,,25,D,IN
SRMCL,.BO,54.4,4.86,IN_BOX,,,,25,D,IN
OXYGENTAPH,.BO,50.49,4.86,IN_BOX,,,,25,D,IN
MHSGRMS,.BO,5.22,4.82,IN_BOX,,,,25,D,IN
SHINEFASH,.BO,22.9,4.81,IN_BOX,,,,25,D,IN
TTIENT,.BO,8.95,4.8,IN_BOX,,,,25,D,IN
RICOAUTO,.NS,134.74,-4.3,IN_BOX,,,,25,D,IN
NHCFOODS,.BO,1.11,-4.31,IN_BOX,,,,25,D,IN
DBREALTY,.BO,112.85,-4.32,IN_BOX,,,,25,D,IN
RDEL,.BO,33.9,-4.32,IN_BOX,,,,25,D,IN
FLORACORP,.BO,7.49,4.9,IN_BOX,,,,25,D,IN
DLCL,.BO,7.08,4.89,IN_BOX,,,,25,D,IN
SRIKPRIND,.BO,21.23,-4.28,IN_BOX,,,,25,D,IN
PRIMAIN,.BO,16.76,-4.28,IN_BOX,,,,25,D,IN
GENUSPOWER,.NS,334.0,-4.28,IN_BOX,,,,25,D,IN
KABRADG,.BO,24.33,-4.29,IN_BOX,,,,25,D,IN
SPORTKING,.NS,178.09,-4.21,IN_BOX,,,,25,D,IN
REXNORD,.BO,82.17,-4.22,IN_BOX,,,,25,D,IN
TAHMARENT,.BO,4.98,-4.23,IN_BOX,,,,25,D,IN
JJFINCOR,.BO,47.1,-4.23,IN_BOX,,,,25,D,IN
KOPRAN,.BO,189.65,-4.24,IN_BOX,,,,25,D,IN
PRIMAGR,.BO,16.0,-4.25,IN_BOX,,,,25,D,IN
VEEDOL,.NS,1467.8,-0.6,IN_BOX,,,,25,D,IN
VASCONEQ,.BO,34.9,-0.6,IN_BOX,,,,25,D,IN
MYSTICELE,.BO,3.29,-0.6,IN_BOX,,,,25,D,IN
INDGELA,.BO,356.9,-0.6,IN_BOX,,,,25,D,IN
ASTRAZEN,.NS,8391.0,-0.6,IN_BOX,,,,25,D,IN
IDBI,.NS,86.4,-0.6,IN_BOX,,,,25,D,IN
WATERBASE,.BO,44.09,-0.59,IN_BOX,,,,25,D,IN
SJS,.NS,2141.4,-0.59,IN_BOX,,,,25,D,IN
VINDHYATEL,.NS,2141.2,-0.59,IN_BOX,,,,25,D,IN
CEINSYS,.NS,913.0,-0.59,IN_BOX,,,,25,D,IN
DIVISLAB,.NS,6713.5,-0.59,IN_BOX,,,,25,D,IN
ECOPLAST,.BO,465.0,-0.59,IN_BOX,,,,25,D,IN
VOLTAS,.NS,1302.4,-0.59,IN_BOX,,,,25,D,IN
SHK,.NS,134.75,-0.58,IN_BOX,,,,25,D,IN
URAVIDEF,.NS,113.83,-0.58,IN_BOX,,,,25,D,IN
SYSCHEM,.BO,42.75,-0.58,IN_BOX,,,,25,D,IN
UBL,.NS,1328.8,-0.58,IN_BOX,,,,25,D,IN
SEJALLTD,.BO,740.8,-0.58,IN_BOX,,,,25,D,IN
RADHEDE,.BO,1.71,-0.58,IN_BOX,,,,25,D,IN
VSSL,.NS,282.9,-0.58,IN_BOX,,,,25,D,IN
PASARI,.BO,6.89,-0.58,IN_BOX,,,,25,D,IN
LYKISLTD,.BO,44.51,-0.56,IN_BOX,,,,25,D,IN
KHAICHEM,.BO,56.18,-0.57,IN_BOX,,,,25,D,IN
KRRAIL,.BO,27.54,-0.58,IN_BOX,,,,25,D,IN
ZODIACVEN,.BO,1.7,-0.58,IN_BOX,,,,25,D,IN
CELLO,.NS,378.45,-0.58,IN_BOX,,,,25,D,IN
TRISHAKT,.BO,146.65,1.42,IN_BOX,,,,25,D,IN
BBTCL,.NS,214.07,1.42,IN_BOX,,,,25,D,IN
CPL,.BO,72.85,1.42,IN_BOX,,,,25,D,IN
NOVAAGRI,.BO,25.0,1.42,IN_BOX,,,,25,D,IN
DILIGENT,.BO,2.14,1.42,IN_BOX,,,,25,D,IN
TOYAMSL,.BO,0.72,1.41,IN_BOX,,,,25,D,IN
COLPAL,.NS,1993.0,1.41,IN_BOX,,,,25,D,IN
BRNL,.NS,18.75,1.41,IN_BOX,,,,25,D,IN
AHLADA,.NS,39.69,-0.63,IN_BOX,,,,25,D,IN
KVTOYS,.BO,266.05,-0.63,IN_BOX,,,,25,D,IN
ITDC,.NS,599.35,-0.64,IN_BOX,,,,25,D,IN
SHIVACEM,.BO,17.08,-0.64,IN_BOX,,,,25,D,IN
GOPAL,.NS,280.05,-0.64,IN_BOX,,,,25,D,IN
CONTPTR,.BO,86.13,1.45,IN_BOX,,,,25,D,IN
GOLD360,.NS,140.45,1.44,IN_BOX,,,,25,D,IN
NORRIS,.BO,13.54,1.42,IN_BOX,,,,25,D,IN
IRB,.NS,21.19,-0.61,IN_BOX,,,,25,D,IN
MID150BEES,.NS,234.95,-0.61,IN_BOX,,,,25,D,IN
WARDWIZFBL,.BO,9.55,-0.62,IN_BOX,,,,25,D,IN
TCC,.NS,329.25,-0.62,IN_BOX,,,,25,D,IN
TI,.NS,433.8,-0.62,IN_BOX,,,,25,D,IN
SOUTHBANK,.NS,45.41,-0.63,IN_BOX,,,,25,D,IN
BAMPSL,.BO,18.9,-0.63,IN_BOX,,,,25,D,IN
RNITAI,.BO,62.91,-0.6,IN_BOX,,,,25,D,IN
DIXON,.NS,12013.0,-0.6,IN_BOX,,,,25,D,IN
GALXBRG,.BO,585.25,-0.6,IN_BOX,,,,25,D,IN
SUMERUIND,.BO,1.62,-0.61,IN_BOX,,,,25,D,IN
SALSTEEL,.BO,56.63,-0.61,IN_BOX,,,,25,D,IN
AMINTAN,.BO,1.62,-0.61,IN_BOX,,,,25,D,IN
VRAJ,.NS,117.97,-0.66,IN_BOX,,,,25,D,IN
RGL,.NS,114.15,-0.66,IN_BOX,,,,25,D,IN
EPL,.NS,229.22,-0.66,IN_BOX,,,,25,D,IN
PQIF,.BO,14.86,-0.67,IN_BOX,,,,25,D,IN
OAL,.NS,323.95,-0.67,IN_BOX,,,,25,D,IN
NAHARPOLY,.NS,253.35,-0.67,IN_BOX,,,,25,D,IN
SOMATEX,.NS,94.68,-0.67,IN_BOX,,,,25,D,IN
GMBREW,.NS,925.9,-0.67,IN_BOX,,,,25,D,IN
BHARATAGRI,.BO,29.06,-0.65,IN_BOX,,,,25,D,IN
RADIOCITY,.NS,6.16,-0.65,IN_BOX,,,,25,D,IN
SUNTV,.NS,513.5,-0.65,IN_BOX,,,,25,D,IN
NORBTEAEXP,.NS,71.97,-0.65,IN_BOX,,,,25,D,IN
VAKRANGEE,.NS,6.15,-0.65,IN_BOX,,,,25,D,IN
PARNAXLAB,.BO,136.0,-0.66,IN_BOX,,,,25,D,IN
KPL,.NS,2439.3,-0.66,IN_BOX,,,,25,D,IN
MODTHREAD,.NS,45.98,1.37,IN_BOX,,,,25,D,IN
SAILIFE,.NS,1221.3,1.35,IN_BOX,,,,25,D,IN
KSHINTL,.NS,844.4,1.35,IN_BOX,,,,25,D,IN
SARDAEN,.NS,521.1,1.34,IN_BOX,,,,25,D,IN
TRUEGREEN,.BO,196.0,1.34,IN_BOX,,,,25,D,IN
GODREJAGRO,.NS,562.05,-0.64,IN_BOX,,,,25,D,IN
WAAREEENER,.NS,3009.4,-0.64,IN_BOX,,,,25,D,IN
HYUNDAI,.NS,1969.4,1.4,IN_BOX,,,,25,D,IN
SAMBHAAV,.NS,6.51,1.4,IN_BOX,,,,25,D,IN
SMLMAH,.NS,4092.9,1.39,IN_BOX,,,,25,D,IN
AMCOIND,.BO,62.86,1.39,IN_BOX,,,,25,D,IN
THOMASCOOK,.NS,111.5,1.39,IN_BOX,,,,25,D,IN
CGVAK,.BO,171.4,1.39,IN_BOX,,,,25,D,IN
PATSPINLTD,.BO,7.35,1.38,IN_BOX,,,,25,D,IN
GOELCONS,.BO,415.0,1.38,IN_BOX,,,,25,D,IN
ITIETF,.NS,30.37,-0.72,IN_BOX,,,,25,D,IN
EXXARO,.NS,6.85,-0.72,IN_BOX,,,,25,D,IN
AYMSYNTEX,.NS,214.48,-0.72,IN_BOX,,,,25,D,IN
PREMSYN,.BO,16.25,-0.73,IN_BOX,,,,25,D,IN
SSPDL,.BO,17.78,-0.73,IN_BOX,,,,25,D,IN
RVHL,.NS,45.95,-0.73,IN_BOX,,,,25,D,IN
ANTHEM,.NS,761.7,-0.7,IN_BOX,,,,25,D,IN
PNBGILTS,.NS,91.09,-0.7,IN_BOX,,,,25,D,IN
CHEMICAL,.NS,29.66,-0.7,IN_BOX,,,,25,D,IN
JULIEN,.BO,1.42,-0.7,IN_BOX,,,,25,D,IN
DYNAVSN,.BO,190.0,-0.71,IN_BOX,,,,25,D,IN
SUDTIND-B,.BO,79.99,-0.71,IN_BOX,,,,25,D,IN
J&KBANK,.NS,158.4,-0.72,IN_BOX,,,,25,D,IN
ISHANCH,.NS,57.02,-0.68,IN_BOX,,,,25,D,IN
UNITEDINT,.BO,72.78,-0.68,IN_BOX,,,,25,D,IN
ACC,.NS,1337.9,-0.68,IN_BOX,,,,25,D,IN
AKUMS,.NS,609.35,-0.69,IN_BOX,,,,25,D,IN
MADALA,.BO,195.0,-0.69,IN_BOX,,,,25,D,IN
RAMGOPOLY,.BO,15.83,-0.69,IN_BOX,,,,25,D,IN
ACLD,.BO,155.25,-0.7,IN_BOX,,,,25,D,IN
JINDHOT,.BO,63.52,-0.7,IN_BOX,,,,25,D,IN
HAVELLS,.NS,1178.3,-0.67,IN_BOX,,,,25,D,IN
NSIL,.NS,5503.0,-0.68,IN_BOX,,,,25,D,IN
PREVEST,.BO,380.9,-0.68,IN_BOX,,,,25,D,IN
TCS,.NS,2094.7,-0.68,IN_BOX,,,,25,D,IN
KRITIKA,.NS,5.84,-0.68,IN_BOX,,,,25,D,IN
ADITYASP,.BO,16.13,-0.68,IN_BOX,,,,25,D,IN
TECHNVISN,.NS,4900.0,-0.68,IN_BOX,,,,25,D,IN
CARERATING,.NS,1653.1,-0.68,IN_BOX,,,,25,D,IN
NDLVENTURE,.NS,130.05,-0.76,IN_BOX,,,,25,D,IN
TIRUSTA,.BO,124.85,-0.76,IN_BOX,,,,25,D,IN
GICRE,.NS,360.95,-0.76,IN_BOX,,,,25,D,IN
COASTCORP,.NS,50.11,-0.77,IN_BOX,,,,25,D,IN
MISHTANN,.BO,3.89,-0.77,IN_BOX,,,,25,D,IN
AMDIND,.NS,45.22,-0.75,IN_BOX,,,,25,D,IN
TITAN,.NS,4291.3,-0.75,IN_BOX,,,,25,D,IN
LICI,.NS,423.35,-0.76,IN_BOX,,,,25,D,IN
HATHWAY,.NS,11.73,-0.76,IN_BOX,,,,25,D,IN
MAGNUM,.NS,19.56,-0.76,IN_BOX,,,,25,D,IN
MAHASTEEL,.NS,791.45,-0.76,IN_BOX,,,,25,D,IN
NIYOGIN,.BO,41.88,-0.76,IN_BOX,,,,25,D,IN
RISHILASE,.BO,126.9,-0.74,IN_BOX,,,,25,D,IN
GVKPIL,.BO,2.7,-0.74,IN_BOX,,,,25,D,IN
BAJAJELEC,.NS,322.35,-0.74,IN_BOX,,,,25,D,IN
MANORAMA,.NS,1573.5,-0.75,IN_BOX,,,,25,D,IN
DRONACHRYA,.BO,41.0,-0.75,IN_BOX,,,,25,D,IN
DELTACORP,.NS,64.45,-0.75,IN_BOX,,,,25,D,IN
AMBUJACEM,.NS,423.75,-0.73,IN_BOX,,,,25,D,IN
HNDFDS,.NS,559.75,-0.73,IN_BOX,,,,25,D,IN
