symbol,country,pegu_score,pegu_grade,darvas,piotroski,coffee_can,cc_score,n_product_codes,in_validated_universe,market
Auto1 Group,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Avio,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Avolta,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
BACHEM HOLDING,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
BAE SYSTEMS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BAE SYSTEMS (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BAE SYSTEMS PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BALFOUR BEATTY,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BAM,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
BAM GROEP N.V.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANCA MEDIOLANUM,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANCA MEDIOLANUM SPA,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
BANCO BILBAO VIZ. ARG.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANCO DE SABADELL SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANCO SANTANDER,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BANCO SANTANDER SA,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
BANK HANDLOWY,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANK OF AMER.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BANK OF AMERICA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BANK OF AMERICA CORP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANKINTER,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANKINTER SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BANQUE CANTON. VAUDOISE,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
BANQUE CANTONALE VAUDOI,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BARCLAYS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BARCLAYS (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BARCLAYS PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BARRATT REDROW,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BARRATT REDROW (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BARRY CALLEBAUT,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BARRY CALLEBAUT AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
BASF AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BAT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BAWAG GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BAWAG GROUP AG,Austria,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,AT
BAWAG Group AG DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BAXTER INTL. INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BAYWA AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
BE SEMICONDUCTOR INDUSTRIES,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BECHTLE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
"BECTON, DICKINSON",Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BEIERSDORF AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
BEKAERT N.V.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BELL FOOD,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
BERTRANDT AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
BEST BUY,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BHP GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BHP GROUP LTD,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BIOMERIEUX,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BKW,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
BOEING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BOEING CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BOLLORE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BOLLORE S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BOOKING HOLDINGS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BOOKING HOLDINGS INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BOUYGUES SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BP (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BPER Banca SPA DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BRENNTAG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
BRISTOL-MYERS SQU.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BRISTOL-MYERS SQUIBB,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BRISTOL-MYERS SQUIBB CO,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BRITISH AMERICAN TOBACCO (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BRITISH AMERICAN TOBACO,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BRITISH LAND (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BROADCOM,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BT (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BUCHER INDUSTRIES,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BUCHER INDUSTRIES AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
BUNZL (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BUNZL PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BURBERRY,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BURBERRY (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
BUREAU VERITAS SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
BYSTRONIC AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Bachem,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Banca Generali SpA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Banca Intesa S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Banco BPM S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Banco BPM SpA DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Banco Comercial Portugues SA DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Banco Santander,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Banco Santander S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Banco de Sabadell,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Banco de Sabadell S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Bank of America [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Bank of Ireland,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Bank of Ireland Group PLC DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Bankinter,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Bankinter S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Bankinter SA DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Barclays,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Barry Callebaut,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Basic-Fit NV,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Bawag Group,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Bayer AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Beiersdorf AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Berkshire Hathaway,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Best Buy Co Inc,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Blackstone Inc,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Boeing DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Boliden [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Bollore,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Booking Holdings DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Bossard Holding,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Bouygues S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
British Am. Tobacco,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Broadcom,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Broadcom Inc DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Brunel Int,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Burckhardt Compression,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Bureau Veritas SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
C.H. ROB. WORLDW INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CA IMMOBILIEN ANLAGEN,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CA IMMOBILIEN ANLAGEN A,Austria,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,AT
CAIXABANK SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CALIDA HLDG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
CAPGEMINI,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CARDINAL HEALTH,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CARL ZEISS MEDITEC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CARL ZEISS MEDITEC AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CARL-ZEISS MEDITEC AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
CARREFOUR DIVIDENDS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CATERPILLAR,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CATERPILLAR INC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CECONOMY - TENDERED,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
CELLNEX TELECOM S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CELLNEX TELECOM SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CEMBRA MONEY BANK AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
CENTRICA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CENTRICA (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CENTRICA PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CHEVRON CORP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CHOCOLADEFABRIKEN LINDT & SPRUENGLI,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CIE FINANCIERE RICHEMONT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CITIGROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CITIGROUP INC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CITIGROUP INC DIVIDEND  FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COCA-COLA EUROPACIFIC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
COLGATE-PALMOLIV,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COLGATE-PALMOLIVE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COLGATE-PALMOLIVE CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
COMCAST,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COMCAST CORP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
COMMERZBANK,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
COMP FIN RICHEMONT DIV FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COMPAGNIE DE SAINT-GOBAIN DIV FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CONAGRA BRANDS,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CONTINENTAL AG DIVIDEND,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CONTINENTAL AUMOVIO BASKET,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
CORBION N.V.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CORP ACCIONA ENERGIAS RENOVABLES,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COSMO PHARMACEUTICALS,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
COSTCO WHOLESALE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
COSTCO WHOLESALE CORP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CRODA INTERNATIONAL,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
CRODA INTERNATIONAL (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
CTS EVENTIM,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Canal plus,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Capgemini S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Carrefour S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Cellnex Telecom,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Cellnex Telecom SA,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Citigroup [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Coinbase [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Colonial,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Comet Holding,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Commerzbank AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Commerzbank AG DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Compagnie,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Compagnie de S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Corp ACCIONA Energ.,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Cosmo Pharmaceuticals,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Covivio S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Credit Agricole,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
DAIMLER TRUCK HOLDING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DANSKE BANK,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DARDEN RESTAURANTS INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
DASSAULT AVIATION,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
DASSAULT SYSTEMES,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DASSAULT SYSTEMS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DEERE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DEERE & CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
DEUTSCHE POST,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
DEUTZ AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
DIAGEO (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DIASORIN,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DIASORIN S.P.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
DKSH AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
DOMINION ENERGY INC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
DORMAKABA HOLDING,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
DOW,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DR ING HC F PORSCHE PREF.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DRAEGERWERK AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
DRAX GROUP PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
DSM Firmenich,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
DSV,Denmark,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DK
DUKE ENERGY,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DUKE ENERGY CORP. [NEW],Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Daimler Truck,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Daimler Truck Holding,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Danone S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Danske Bank,Denmark,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DK
Danske Bank [DKK],Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Dassault Aviation,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Dassault Aviation SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Dassault systems,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Davide Campari,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Delivery Hero,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Delivery Hero SE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Dermapharm,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Deutsche Bank AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Deutsche Beteiligungs,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Deutsche Boerse AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Deutsche Lufthansa AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Deutsche Post AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Deutsche Telekom AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
DiaSorin,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Dottikon Es,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Douglas,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Dow Inc,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EBAY INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ECKERT & ZIEGLER - PENTIXAPHARM HOLDING - BASKET,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
EDENRED,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EDP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EFG International,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EIFFAGE,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ELEVANCE HEALTH,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ELEVANCE HEALTH INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ELI LILLY,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ELI LILLY & CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ELISA OYJ,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EMMI AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
EMS Chemie,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ENAGAS SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ENDESA S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ENEL S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ENTAIN (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EON SE,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ERAMET,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ERG,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
ERG SpA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ERICSSON LM,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ERSTE BANK,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EURAZEO SE,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EUROFINS,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EUROFINS SCI,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EUROFINS SCIENTIFIC,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
EURONEXT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EUTELSAT,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EUTELSAT GROUPCOMMUNICATIONS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EVOTEC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EXOR,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EXOR N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EXPEDIA GROUP INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EXPERIAN (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EXPERIAN PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EXXON MOBIL,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EXXON MOBIL C,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EXXON MOBIL CORP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
EasyJet,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Eckert and Ziegler,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Edenred S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Eiffage S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Electrolux [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Elekta [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Eli Lilly [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Elior Group,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Elisa Oyj,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Elmos Semiconductor,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Enagas,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Enagas S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Enav,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Endesa S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Engie S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Entain PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Erste Group Bank AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
EssilorLuxottica,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
EssilorLuxottica (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
EssilorLuxottica SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
