symbol,country,pegu_score,pegu_grade,darvas,piotroski,coffee_can,cc_score,n_product_codes,in_validated_universe,market
PKO,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
POLSKA GRUPA ENERGETYC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
PORSCHE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PROCTER & GAMBLE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PROCTER GAMBLE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PROSIEBENSAT.1 MEDIA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PROSUS NV,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
PROXIMUS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PROXIMUS S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PRUDENTIAL (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PRUDENTIAL PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
PRYSMIAN SPA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
PSP SWISS PROPERTY,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
PSP Swiss Property,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
PUBLIC STORAGE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PUBLICIS GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PUMA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PZU,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Palantir [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Partners Group (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Partners Group Holding AG DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
PayPal Holdings [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Paychex Inc,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Pernod-Ricard S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Pfizer [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Pharming Group,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Piaggio,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Pirelli,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Pluxee France,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
PolyPeptide Group,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Porsche AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Porsche Autom. Hold.,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Porsche Automobil,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Poste Italiane,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Poste Italiane S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ProCredit Holding,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ProSiebenSat.1 Media,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ProSiebenSat.1 Media AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Prosus,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Prosus NV,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Prysmian,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Prysmian S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Public Storage,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Publicis Groupe S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Puig Brands,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
QIAGEN N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
QT Group,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
QUADIENT,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Qt Group OYJ,Finland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FI
R&S Group Hold.,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
RAIFF. BANK INTERN.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RANDSTAD,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RATIONAL,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RECKITT BENCKISER (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
REDEIA CORP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
REDEIA CORP DIVIDEND  FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
REDEIA CORP SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
REDEIA CORPOR.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RELX (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RENAULT SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RENK,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RENTOKIL INITIAL (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RENTOKIL INITIAL PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
REPLY,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RIO TINTO,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RIO TINTO (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RIO TINTO PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ROCHE HOLDG AG PART. CERT.,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
ROCHE HOLDING AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ROLLS-ROYCE (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ROLLS-ROYCE HOLDINGS,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ROYAL CARRIBEAN GROUP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RTL GROUP,Luxembourg,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,LU
RTL Group,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RTX,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RTX CORPORATION,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RUBIS SCA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RYANAIR,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
RYANAIR HOLDINGS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
RYANAIR HOLDINGS PLC,Ireland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IE
Raiffeisen Bank Intl,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Randstad NV,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Reckitt Benckiser,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Recordati,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Redeia,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Renault S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Renk Group,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Reply,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Repsol S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Rexel,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Rexel S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Rexel SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Rheinmetall,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Rheinmetall (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Rheinmetall AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Rheinmetall DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Rio Tinto,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Roche Bearer,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Rolls-Royce Holdings PLC DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Royal Carribean Group DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Rubis S.C.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Ryanair,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Ryanair Holdings PLC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SACYR,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SAGE (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SAIPEM,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SALESFORCE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SALESFORCE.COM INC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SALVATORE FERRAGAMO SPA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SAMPO PLC.,Finland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FI
SANDOZ GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SANOFI-EUROAPI-DIVIDEND-BASKET FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SARTORIUS  AG VZ,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SARTORIUS STEDIM,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
SARTORIUS STEDIM BIOTECH,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SARTORIUS VZ.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SBM OFFSHORE,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SBM OFFSHORE N.V.,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
SBM Offshore N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SCHINDLER HOLDING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SCHINDLER HOLDING AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SCHINDLER PS,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
SCHNEIDER ELECTRIC SE DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SCHRODERS (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SCHRODERS PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SCOUT24,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SEB SA,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SEGRO (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SES GLOBAL,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SES Global S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SEVERN TREND,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SEVERN TRENT (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SEVERN TRENT PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SGS SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SHB [SEK],Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SHELL PLC DIVID.FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SHELL [USD],Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SIGNIFY NV,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
SIKA AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SILTRONIC AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SKF [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SMA SOLAR TECHNOLOGY AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SMA Solar Technology,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SMG Holding,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
SMITH & NEPHEW (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SMITH & NEPHEW PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SMITHS (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SMITHS GROUP PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SNAM,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SOCIETE BIC S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SOCIETE TV FRANCAISE 1,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SODEXO,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SOFINA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SOFTWAREONE HOLDING,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SOITEC S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SOLVAY,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SONOVA HOLDING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SOPRA STERIA GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SOUTHERN CO,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SOUTHWEST AIRLINES,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SSAB B-SHARES,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SSAB [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SSE (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ST JAMES'S PLACE (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
STABILUS SE,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
STANDARD CHARTERED (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
STANDARD CHARTERED PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
STMICROELECTR,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
STMicroelectronics N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
STORA ENSO OYJ R,Finland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FI
STROEER,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SUSS MICROTEC SE,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SWATCH B,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SWATCH GR. BEARER DIVD FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SWATCH GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SWATCH GROUP I,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
SWISS LIFE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SWISS LIFE HOLDING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SWISS PRIME SITE AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SWISS RE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SWISSCOM AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
SWISSCOM AG - N.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SYENSQO,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
SYMRISE,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
SYSCO CORP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Sacyr,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Safran (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Saipem,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Saipem S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Salesforce DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Salvatore Ferragamo,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Samhalls. i Nord [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Sampo PLC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Sandvik [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Schindler,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Schindler Holding AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Schindler Holding PS DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Schneider Electric,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Schneider Electric SE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Schott Pharma,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Scottish Mort. Inv. Tr.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Secunet Security Net.,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Securitas [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Segro PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Shell,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Shell PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Siegfried,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Siemens Healthineers AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Signify N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Signify NV,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Sika,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Sinch [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Skanska [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Snam S.p.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Sodexo S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Sofina SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
SoftwareONE Holding,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Soitec,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Solaria Energia y Medio,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Solvay S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Sonova,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Sonova DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Sopra Steria,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Sopra Steria Group,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Springer Nature,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
St James's Place PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Steyr Motors,Austria,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,AT
Stora Enso Oyj,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Straumann,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Straumann Holding DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Stroeer,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Suedzucker,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Sunrise Communications,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Svenska Cellulosa [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Svenska Handelsb. [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Swatch BR,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Swiss Life Hold. (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Swiss Prime Site,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Swissquote,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Swissquote (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Swissquote Group,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Syensqo,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Symrise AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
T ROWE PRICE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
T Rowe Price Grp,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TAG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TAG IMMOBILIEN,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TAG IMMOBILIEN AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
TAG Immobilien AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TALANX,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TARGET,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TARGET CORP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TATE & LYLE PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TAYLOR WIMPEY (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TAYLOR WIMPEY PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TECAN GROUP AG-REG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
TELECOM ITALIA SPA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TELEFONICA SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TELENOR ASA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TELIA AB,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TEMENOS AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TENARIS SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TESCO (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TESLA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TESLA INC. REGISTERED S,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TESLA [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
TEXAS INSTRUMENTS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TEXAS INSTRUMENTS INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TF1,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
THALES S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
THE BRITISH LAND CO PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE CAMPBELL GROUP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE COCA-COLA CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE HOME DEPOT INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE PROCTER & GAMBLE CO,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE SAGE GROUP PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE SOUTHERN CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE TRAVELERS COMP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THE WALT DISNEY CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
THYSSEN KRUPP AKTIENGES,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
TKH Group,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
TRAVELERS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
TUI,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Tate and Lyle,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
TeamViewer,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
