symbol,country,darvas,piotroski,coffee_can,cc_score,has_ssf,has_sso,has_trf,has_div,n_product_codes,in_validated_universe,is_dax40,pegu_score,pegu_grade,market
ThyssenKrupp Nucera,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Thyssenkrupp Nucera,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Traton,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
UBISOFT ENTERTAINEMENT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UBS GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UCB S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UMICORE S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNIBAIL-RODAMCO-WEST DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
UNICREDIT S.P.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNILEVER (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UNILEVER TMICC BASKETDIVIDEND FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
UNION PACIFIC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UNION PACIFIC CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNIPOL ASSICURAZIONI,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNIQA INSURANCE GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNIQA INSURANCE GRP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
UNITED INTERNET,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
UNITED INTERNET AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNITED PARCEL SERV. INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNITED PARCEL SERVICE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UNITED UTILITIES (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UNITED UTILITIES GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UNITEDHEALTH GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UNITEDHEALTH GROUP INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
UPM Kymmene Corp.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UPM-KYMMENE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Uber [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Ubisoft Ent,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Umicore S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
UniCredit S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Unibail-Rodamco-Westfld,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Unilever PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Union Pacific Corp DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
United Airlines Hlds,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
United Internet AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
United Parcel Service Inc DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
UnitedHealth Group Inc DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
VALE SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VALIANT HOLDING AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VALLOUREC SA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
VAT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VAT Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
VAT Group (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
VERBUND,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
VERIZON,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
VGP NV,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VINCI S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
VISA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
VISA INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VISCOFAN,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
VISCOFAN SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VIVENDI,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
VIVENDI BASKET,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
VIVENDI [PHYSICAL],Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VODAFONE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
VODAFONE GROUP DIV FUTURE  EUR,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
VODAFONE GROUP PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VOLKSWAGEN VORZUGSAKT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,1,18,C,DE
VW AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
VW AG -ST-,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Veolia Environ,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Vinci,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Viscofan SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Voestalpine AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Volkswagen AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Volvo [SEK],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Vonovia SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
WACKER CHEMIE AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
WALMART,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
WALMART DIVIDEND  FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
WALMART INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
WALT DISNEY,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
WEIR (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
WEIR GROUP PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
WENDEL INVESTISSEMENT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
WENDEL Invest,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
WHITBREAD (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
WHITBREAD PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
WORLDLINE SA BASKET,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
WPP (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Wacker Chemie,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Wacker Neuson,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Walt Disney DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Walt Disney [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Warehouses De Pauw,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Wartsila Corp.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Wolters Kluwer DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Wolters Kluwer N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Ypsomed Holding,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ZURICH INSUR GROUP-N.DIV.FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
ZURICH INSURANCE GRP,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Zalando,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Zalando SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
adidas AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
argenx DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
bioMerieux,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
easyJet,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
freenet AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
