symbol,country,darvas,piotroski,coffee_can,cc_score,has_ssf,has_sso,has_trf,has_div,n_product_codes,in_validated_universe,is_dax40,pegu_score,pegu_grade,market
GEA,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
GEA GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GEA Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
GEA Group AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
GEN DIGITAL INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GENERAL ELECTRIC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
GENERAL MILLS INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GENRL MILLS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
GEORG FISCHER AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GERRESHEIMER AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GETLINK,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GILEAD SCIENCES,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
GILEAD SCIENCES INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GLENCORE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
GLENCORE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
GOLDMAN SACHS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
GOLDMAN SACHS GROUP INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GRENKE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
GRIFOLS SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
GRPE BRXLS LAMRT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
GSK (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Galenica,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Galp EnergiaS.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Geberit,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Geberit (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Generali (100),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Georg Fischer,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Getlink SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Gilead Sciences Inc DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Givaudan,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Givaudan (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Glanbia,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Grand City Properties,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Grifols S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Grpe Bruxelles Lambert,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HALEON (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HALLIBURTON CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HALMA (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HAPAG-LLOYD,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
HEIDELB.DRUCKM. AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
HEIDELBERG MATERIALS AG DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
HEIDELBERGER DRUCKMA.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HEINEKEN HOLDING,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HELLOFRESH,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HELVETIA BALOISE HOLDING DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
HENKEL AG & CO KGAA,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
HENKEL AG & CO. KGAA ST,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,1,18,C,DE
HENKEL PREF.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
HERA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HERMES,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
HERMES INTERNATIONAL,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HERMES INTERNATIONAL SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HIAB,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HIAB OYJ,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HOCHTIEF AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HOME DEPOT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HONEYWELL INTERNAT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HONEYWELL INTERNATIONAL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HP INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HSBC (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
HSBC HOLDINGS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
HSBC HOLDINGS PLC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
"HSBC HOLDINGS PLC ,",Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
HSBC Holdings,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Haleon,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Haleon PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Halliburton Co DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Halma PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Hamborner REIT,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Hannover Rueck SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Heineken,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Heineken Holding N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Heineken N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Henkel AG & Co.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Hensoldt,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Hermes Int. (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Hermes International,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Hermes Intl S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Home Depot Inc/The DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
IBERDROLA S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ICADE S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
IDORSIA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
IMCD,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
IMCD N.V.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
IMERYS,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
IMI PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
IMPERIAL BRANDS (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
IMPERIAL BRANDS GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INCHCAPE PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INDITEX SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INDRA SISTEMAS,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INDRA SISTEMAS SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INFICON HOLDING AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INFINEON AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
INFORMA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INFORMA (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
INFRASTRUTTURE WIRELESS,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INFRASTRUTTURE WIRELESS ITALIA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ING GROEP DIVIDENDS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
ING Groep N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
INTEL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
INTERNATIONAL BUSINESS MACHINE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
INTERPUMP GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
INTERTEK (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
INTERTEK GRP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
INTESA SANPAOLO,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
INVESTEC PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ITALGAS HOLDING S.P.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ITV PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Iberdrola,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Imperial Brands,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Inditex,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Infineon Tech,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Infrastrutture Wireless,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Innoscripta,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Intel [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Interpump Group SpA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Intesa Sanpaolo,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Intl. Cons. Airline Grp,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Ionos Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Ipsen S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Ipsen SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Italgas S.P.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
J SAINSBURY (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
J. B. HUNT TRANSPORT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
J. SAINSBURY PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
JC DECAUX SE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
JOHNSON MATTHEY (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
JOHNSON MATTHEY PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
JOHNSON U. JOHN. DIVIDEND  FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
JPMORG. CHASE U. CO,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
JPMORGAN CHASE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
JPMORGAN CHASE & CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
JULIUS BAER,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
JULIUS BAER GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
JULIUS BAER GRUPPE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
JetBlue Airways,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Julius Baer Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
K + S,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
K+S AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
K+S Aktiengesellschaft,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
KBC ANC.ACTIONS AU PORT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KBC GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
KBC Groep,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
KBC Groep N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
KEMIRA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KERRY GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KESKO OYJ-B SHARES,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KGHM,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KIMBERLY-CLARK CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KINGFISHER (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
KINGFISHER PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KINGSPAN GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KION Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
KLOECKNER & CO SE - TENDERED,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
KNORR-BREMSE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
KNORR-BREMSE AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
KON. KPN N.V.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KONE Corp. [New],Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
KONECRANES OYJ,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KONINKLIJKE KPN N.V.DIVIDEND FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
KONINKLIJKE PHILIPS  DIVID FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
KUEHNE & NAGEL INTERNAT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
KUEHNE + NAGEL INTERNATIONAL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Kering (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Kering S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Kerry Group PLC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Kesko Oy,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Kingspan Group PLC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Knorr-Bremse AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Koenig & Bauer,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Komax Holding,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Kon. KPN N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Koninklijke Ahold N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Koninklijke Vopak N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Kuehne & Nagel Int.,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Kuehne + Nagel International A DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
L OREAL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LAKEFRONT BIOTHERAPEUTICS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LAND SECURITIES (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LAND SECURITIES GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LANXESS AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LANXESS DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LAS VEGAS SANDS CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LEGAL & GENERAL (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LEGAL & GENERAL GP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LEGAL & GENERAL GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LENZING,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LEONARDO S.P.A,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LEONARDO SPA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LLOYDS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LLOYDS (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LLOYDS BANKING GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LOGITECH,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LOGITECH INT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LOGITECH INTERNATIONAL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LONDON STOCK EXCHANGE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LONDON STOCK EXCHANGE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LONDON STOCK EXCHANGE DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LONZA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LONZA GROUP AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LOWE'S,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
LOWES COMPANIES INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LOreal (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
LPKF LASER & ELEC. SE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
LPKF LASER & ELECTR.SE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LUFTHANSA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
LUFTHANSA AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
LUFTHANSA AG -ST-,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
LUFTHANSA ST,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
LVMH (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
LYFT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Las Vegas Sands DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Legrand,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Legrand S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Leonardo S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Lindt & Spruengli N,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Lindt & Spruengli PS,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Logitech,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Lonza Group (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
M6-METROPOLE TELEVISION,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MAPFRE SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MARKS&SPENCER GROUP PL,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MASTERCARD,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
MAYR MELNHOF,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MBANK S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MCDONALD'S,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
MCDONALDS CORP DIVIDEND  FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
MCDONALDS CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MELIA HOTELS INT SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
MELROSE INDUSTRIES (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
MERCEDES-BENZ GROUP DIVIDEND  FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
